,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,E_OFF_RATING_A,OFF_RATING_A,E_DEF_RATING_A,DEF_RATING_A,E_NET_RATING_A,NET_RATING_A,AST_PCT_A,AST_TOV_A,AST_RATIO_A,OREB_PCT_A,DREB_PCT_A,REB_PCT_A,E_TM_TOV_PCT_A,TM_TOV_PCT_A,EFG_PCT_A,TS_PCT_A,USG_PCT_A,E_USG_PCT_A,E_PACE_A,PACE_A,PACE_PER40_A,POSS_A,PIE_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,E_OFF_RATING_B,OFF_RATING_B,E_DEF_RATING_B,DEF_RATING_B,E_NET_RATING_B,NET_RATING_B,AST_PCT_B,AST_TOV_B,AST_RATIO_B,OREB_PCT_B,DREB_PCT_B,REB_PCT_B,E_TM_TOV_PCT_B,TM_TOV_PCT_B,EFG_PCT_B,TS_PCT_B,USG_PCT_B,E_USG_PCT_B,E_PACE_B,PACE_B,PACE_PER40_B,POSS_B,PIE_B,Unnamed: 0.1
797,22200399,1610612766,Hornets,CHA,Charlotte,240:00,105.4,110.8,125.9,129.7,-20.5,-18.9,0.553,1.31,14.7,0.386,0.732,0.531,14.925,15.7,0.468,0.532,1.0,0.196,105.64,101.5,84.58,102,0.409,1610612755,76ers,PHI,Philadelphia,240:00,125.9,129.7,105.4,110.8,20.5,18.9,0.674,1.94,21.5,0.268,0.614,0.469,15.373,15.8,0.633,0.675,1.0,0.195,105.64,101.5,84.58,101,0.591,559.0
798,22200400,1610612741,Bulls,CHI,Chicago,265.000000:00,105.1,108.9,107.7,108.8,-2.6,0.1,0.583,1.47,17.8,0.304,0.792,0.541,16.362,17.0,0.515,0.554,1.0,0.197,104.31,101.89,84.91,112,0.522,1610612737,Hawks,ATL,Atlanta,265.000000:00,107.7,108.8,105.1,108.9,2.6,-0.1,0.596,1.87,18.6,0.208,0.696,0.459,13.13,13.3,0.546,0.573,1.0,0.196,104.31,101.89,84.91,113,0.478,560.0
799,22200400,1610612737,Hawks,ATL,Atlanta,265.000000:00,107.7,108.8,105.1,108.9,2.6,-0.1,0.596,1.87,18.6,0.208,0.696,0.459,13.13,13.3,0.546,0.573,1.0,0.196,104.31,101.89,84.91,113,0.478,1610612741,Bulls,CHI,Chicago,265.000000:00,105.1,108.9,107.7,108.8,-2.6,0.1,0.583,1.47,17.8,0.304,0.792,0.541,16.362,17.0,0.515,0.554,1.0,0.197,104.31,101.89,84.91,112,0.522,561.0
800,22200401,1610612749,Bucks,MIL,Milwaukee,240:00,91.2,93.9,98.7,99.0,-7.5,-5.1,0.545,1.13,13.6,0.283,0.75,0.5,15.854,16.3,0.433,0.47,1.0,0.197,99.6,98.0,81.67,98,0.432,1610612745,Rockets,HOU,Houston,240:00,98.7,99.0,91.2,93.9,7.5,5.1,0.575,1.92,17.5,0.25,0.717,0.5,12.21,12.2,0.473,0.504,1.0,0.201,99.6,98.0,81.67,98,0.568,562.0
801,22200401,1610612745,Rockets,HOU,Houston,240:00,98.7,99.0,91.2,93.9,7.5,5.1,0.575,1.92,17.5,0.25,0.717,0.5,12.21,12.2,0.473,0.504,1.0,0.201,99.6,98.0,81.67,98,0.568,1610612749,Bucks,MIL,Milwaukee,240:00,91.2,93.9,98.7,99.0,-7.5,-5.1,0.545,1.13,13.6,0.283,0.75,0.5,15.854,16.3,0.433,0.47,1.0,0.197,99.6,98.0,81.67,98,0.432,563.0
802,22200402,1610612748,Heat,MIA,Miami,240:00,90.7,93.5,83.8,87.2,6.9,6.3,0.719,1.64,18.0,0.245,0.727,0.491,14.595,15.1,0.44,0.478,1.0,0.198,96.86,93.5,77.92,93,0.559,1610612754,Pacers,IND,Indiana,240:00,83.8,87.2,90.7,93.5,-6.9,-6.3,0.571,0.89,13.1,0.273,0.755,0.509,18.405,19.1,0.424,0.467,1.0,0.195,96.86,93.5,77.92,94,0.441,564.0
803,22200402,1610612754,Pacers,IND,Indiana,240:00,83.8,87.2,90.7,93.5,-6.9,-6.3,0.571,0.89,13.1,0.273,0.755,0.509,18.405,19.1,0.424,0.467,1.0,0.195,96.86,93.5,77.92,94,0.441,1610612748,Heat,MIA,Miami,240:00,90.7,93.5,83.8,87.2,6.9,6.3,0.719,1.64,18.0,0.245,0.727,0.491,14.595,15.1,0.44,0.478,1.0,0.198,96.86,93.5,77.92,93,0.559,565.0
804,22200403,1610612764,Wizards,WAS,Washington,240:00,97.4,98.0,108.8,112.0,-11.4,-14.0,0.568,1.05,16.2,0.222,0.826,0.527,19.478,19.6,0.538,0.564,1.0,0.197,102.8,101.0,84.17,102,0.442,1610612751,Nets,BKN,Brooklyn,240:00,108.8,112.0,97.4,98.0,11.4,14.0,0.568,1.92,18.5,0.174,0.778,0.473,12.631,13.0,0.539,0.578,1.0,0.193,102.8,101.0,84.17,100,0.558,566.0
805,22200403,1610612751,Nets,BKN,Brooklyn,240:00,108.8,112.0,97.4,98.0,11.4,14.0,0.568,1.92,18.5,0.174,0.778,0.473,12.631,13.0,0.539,0.578,1.0,0.193,102.8,101.0,84.17,100,0.558,1610612764,Wizards,WAS,Washington,240:00,97.4,98.0,108.8,112.0,-11.4,-14.0,0.568,1.05,16.2,0.222,0.826,0.527,19.478,19.6,0.538,0.564,1.0,0.197,102.8,101.0,84.17,102,0.442,567.0
806,22200404,1610612763,Grizzlies,MEM,Memphis,240:00,117.5,123.1,93.9,100.0,23.6,23.1,0.72,1.57,24.0,0.4,0.625,0.551,21.116,22.1,0.681,0.704,1.0,0.197,109.3,103.5,86.25,104,0.711,1610612737,Hawks,ATL,Atlanta,240:00,93.9,100.0,117.5,123.1,-23.6,-23.1,0.541,1.25,13.4,0.375,0.6,0.449,14.588,15.5,0.413,0.453,1.0,0.197,109.3,103.5,86.25,103,0.289,568.0
807,22200404,1610612737,Hawks,ATL,Atlanta,240:00,93.9,100.0,117.5,123.1,-23.6,-23.1,0.541,1.25,13.4,0.375,0.6,0.449,14.588,15.5,0.413,0.453,1.0,0.197,109.3,103.5,86.25,103,0.289,1610612763,Grizzlies,MEM,Memphis,240:00,117.5,123.1,93.9,100.0,23.6,23.1,0.72,1.57,24.0,0.4,0.625,0.551,21.116,22.1,0.681,0.704,1.0,0.197,109.3,103.5,86.25,104,0.711,569.0
808,22200405,1610612760,Thunder,OKC,Oklahoma City,240:00,113.7,115.2,118.6,121.0,-4.9,-5.8,0.5,1.62,16.0,0.239,0.636,0.455,12.969,13.1,0.534,0.586,1.0,0.198,101.12,99.5,82.92,99,0.482,1610612742,Mavericks,DAL,Dallas,240:00,118.6,121.0,113.7,115.2,4.9,5.8,0.615,1.71,16.9,0.364,0.761,0.545,13.725,14.0,0.538,0.582,1.0,0.198,101.12,99.5,82.92,100,0.518,570.0
809,22200405,1610612742,Mavericks,DAL,Dallas,240:00,118.6,121.0,113.7,115.2,4.9,5.8,0.615,1.71,16.9,0.364,0.761,0.545,13.725,14.0,0.538,0.582,1.0,0.198,101.12,99.5,82.92,100,0.518,1610612760,Thunder,OKC,Oklahoma City,240:00,113.7,115.2,118.6,121.0,-4.9,-5.8,0.5,1.62,16.0,0.239,0.636,0.455,12.969,13.1,0.534,0.586,1.0,0.198,101.12,99.5,82.92,99,0.482,571.0
810,22200406,1610612759,Spurs,SAS,San Antonio,240:00,114.2,115.5,111.6,113.3,2.7,2.2,0.543,1.92,17.6,0.377,0.596,0.48,13.26,13.4,0.521,0.538,1.0,0.197,98.76,97.5,81.25,97,0.473,1610612739,Cavaliers,CLE,Cleveland,240:00,111.6,113.3,114.2,115.5,-2.7,-2.2,0.467,1.4,15.5,0.404,0.623,0.52,15.078,15.3,0.516,0.558,1.0,0.201,98.76,97.5,81.25,98,0.527,572.0
811,22200406,1610612739,Cavaliers,CLE,Cleveland,240:00,111.6,113.3,114.2,115.5,-2.7,-2.2,0.467,1.4,15.5,0.404,0.623,0.52,15.078,15.3,0.516,0.558,1.0,0.201,98.76,97.5,81.25,98,0.527,1610612759,Spurs,SAS,San Antonio,240:00,114.2,115.5,111.6,113.3,2.7,2.2,0.543,1.92,17.6,0.377,0.596,0.48,13.26,13.4,0.521,0.538,1.0,0.197,98.76,97.5,81.25,97,0.473,573.0
812,22200407,1610612757,Trail Blazers,POR,Portland,240:00,125.2,125.5,107.3,105.7,17.9,19.8,0.667,1.68,21.4,0.289,0.846,0.588,17.884,17.9,0.657,0.677,1.0,0.198,105.3,106.0,88.33,106,0.575,1610612750,Timberwolves,MIN,Minnesota,240:00,107.3,105.7,125.2,125.5,-17.9,-19.8,0.543,2.5,18.3,0.154,0.711,0.412,9.582,9.4,0.548,0.552,1.0,0.199,105.3,106.0,88.33,106,0.425,574.0
813,22200407,1610612750,Timberwolves,MIN,Minnesota,240:00,107.3,105.7,125.2,125.5,-17.9,-19.8,0.543,2.5,18.3,0.154,0.711,0.412,9.582,9.4,0.548,0.552,1.0,0.199,105.3,106.0,88.33,106,0.425,1610612757,Trail Blazers,POR,Portland,240:00,125.2,125.5,107.3,105.7,17.9,19.8,0.667,1.68,21.4,0.289,0.846,0.588,17.884,17.9,0.657,0.677,1.0,0.198,105.3,106.0,88.33,106,0.575,575.0
814,22200408,1610612746,Clippers,LAC,LA,240:00,115.0,115.3,95.4,94.9,19.6,20.4,0.409,1.8,14.1,0.286,0.851,0.563,10.179,10.2,0.544,0.569,1.0,0.2,97.84,98.0,81.67,98,0.546,1610612738,Celtics,BOS,Boston,240:00,95.4,94.9,115.0,115.3,-19.6,-20.4,0.818,1.8,20.9,0.149,0.714,0.438,15.394,15.3,0.493,0.532,1.0,0.201,97.84,98.0,81.67,98,0.454,576.0
815,22200408,1610612738,Celtics,BOS,Boston,240:00,95.4,94.9,115.0,115.3,-19.6,-20.4,0.818,1.8,20.9,0.149,0.714,0.438,15.394,15.3,0.493,0.532,1.0,0.201,97.84,98.0,81.67,98,0.454,1610612746,Clippers,LAC,LA,240:00,115.0,115.3,95.4,94.9,19.6,20.4,0.409,1.8,14.1,0.286,0.851,0.563,10.179,10.2,0.544,0.569,1.0,0.2,97.84,98.0,81.67,98,0.546,577.0
816,22200409,1610612758,Kings,SAC,Sacramento,240:00,98.3,98.1,118.4,118.3,-20.1,-20.2,0.553,1.24,15.1,0.291,0.907,0.561,16.221,16.2,0.467,0.511,1.0,0.2,104.34,104.5,87.08,105,0.372,1610612755,76ers,PHI,Philadelphia,240:00,118.4,118.3,98.3,98.1,20.1,20.2,0.791,2.83,24.0,0.093,0.709,0.439,11.552,11.5,0.607,0.641,1.0,0.197,104.34,104.5,87.08,104,0.628,578.0
817,22200409,1610612755,76ers,PHI,Philadelphia,240:00,118.4,118.3,98.3,98.1,20.1,20.2,0.791,2.83,24.0,0.093,0.709,0.439,11.552,11.5,0.607,0.641,1.0,0.197,104.34,104.5,87.08,104,0.628,1610612758,Kings,SAC,Sacramento,240:00,98.3,98.1,118.4,118.3,-20.1,-20.2,0.553,1.24,15.1,0.291,0.907,0.561,16.221,16.2,0.467,0.511,1.0,0.2,104.34,104.5,87.08,105,0.372,579.0
818,22200410,1610612749,Bucks,MIL,Milwaukee,240:00,119.5,118.5,101.5,102.8,18.0,15.7,0.489,0.96,15.6,0.308,0.767,0.586,21.479,21.3,0.622,0.666,1.0,0.195,108.22,108.0,90.0,108,0.629,1610612744,Warriors,GSW,Golden State,240:00,101.5,102.8,119.5,118.5,-18.0,-15.7,0.658,1.39,17.1,0.233,0.692,0.414,16.459,16.7,0.505,0.537,1.0,0.198,108.22,108.0,90.0,108,0.371,580.0
819,22200410,1610612744,Warriors,GSW,Golden State,240:00,101.5,102.8,119.5,118.5,-18.0,-15.7,0.658,1.39,17.1,0.233,0.692,0.414,16.459,16.7,0.505,0.537,1.0,0.198,108.22,108.0,90.0,108,0.371,1610612749,Bucks,MIL,Milwaukee,240:00,119.5,118.5,101.5,102.8,18.0,15.7,0.489,0.96,15.6,0.308,0.767,0.586,21.479,21.3,0.622,0.666,1.0,0.195,108.22,108.0,90.0,108,0.629,581.0
820,22200411,1610612756,Suns,PHX,Phoenix,240:00,93.8,97.0,108.9,109.9,-15.0,-12.9,0.667,2.2,15.3,0.296,0.592,0.417,9.675,10.0,0.383,0.436,1.0,0.196,102.66,100.5,83.75,100,0.391,1610612745,Rockets,HOU,Houston,240:00,108.9,109.9,93.8,97.0,15.0,12.9,0.471,0.7,11.9,0.408,0.704,0.583,22.558,22.8,0.494,0.578,1.0,0.197,102.66,100.5,83.75,101,0.609,582.0
821,22200411,1610612745,Rockets,HOU,Houston,240:00,108.9,109.9,93.8,97.0,15.0,12.9,0.471,0.7,11.9,0.408,0.704,0.583,22.558,22.8,0.494,0.578,1.0,0.197,102.66,100.5,83.75,101,0.609,1610612756,Suns,PHX,Phoenix,240:00,93.8,97.0,108.9,109.9,-15.0,-12.9,0.667,2.2,15.3,0.296,0.592,0.417,9.675,10.0,0.383,0.436,1.0,0.196,102.66,100.5,83.75,100,0.391,583.0
822,22200412,1610612762,Jazz,UTA,Utah,240:00,108.7,114.2,91.3,95.2,17.4,18.9,0.633,1.41,19.2,0.439,0.672,0.559,19.77,20.8,0.549,0.559,1.0,0.192,110.4,105.5,87.92,106,0.596,1610612740,Pelicans,NOP,New Orleans,240:00,91.3,95.2,108.7,114.2,-17.4,-18.9,0.676,1.47,16.7,0.328,0.561,0.441,15.522,16.2,0.419,0.465,1.0,0.198,110.4,105.5,87.92,105,0.404,584.0
823,22200412,1610612740,Pelicans,NOP,New Orleans,240:00,91.3,95.2,108.7,114.2,-17.4,-18.9,0.676,1.47,16.7,0.328,0.561,0.441,15.522,16.2,0.419,0.465,1.0,0.198,110.4,105.5,87.92,105,0.404,1610612762,Jazz,UTA,Utah,240:00,108.7,114.2,91.3,95.2,17.4,18.9,0.633,1.41,19.2,0.439,0.672,0.559,19.77,20.8,0.549,0.559,1.0,0.192,110.4,105.5,87.92,106,0.596,585.0
824,22200413,1610612747,Lakers,LAL,Los Angeles,265:00,106.1,106.3,108.9,108.9,-2.8,-2.6,0.523,1.92,16.3,0.192,0.733,0.482,10.791,10.8,0.516,0.556,1.0,0.2,101.09,100.98,84.15,111,0.525,1610612738,Celtics,BOS,Boston,265:00,108.9,108.9,106.1,106.3,2.8,2.6,0.587,1.93,17.8,0.267,0.808,0.518,12.496,12.5,0.534,0.549,1.0,0.2,101.09,100.98,84.15,112,0.475,586.0
825,22200413,1610612738,Celtics,BOS,Boston,265:00,108.9,108.9,106.1,106.3,2.8,2.6,0.587,1.93,17.8,0.267,0.808,0.518,12.496,12.5,0.534,0.549,1.0,0.2,101.09,100.98,84.15,112,0.475,1610612747,Lakers,LAL,Los Angeles,265:00,106.1,106.3,108.9,108.9,-2.8,-2.6,0.523,1.92,16.3,0.192,0.733,0.482,10.791,10.8,0.516,0.556,1.0,0.2,101.09,100.98,84.15,111,0.525,587.0
826,22200414,1610612765,Pistons,DET,Detroit,265:00,125.0,125.9,116.8,119.6,8.2,6.3,0.521,1.56,16.7,0.278,0.681,0.504,14.179,14.3,0.613,0.648,1.0,0.199,103.06,101.43,84.53,112,0.535,1610612766,Hornets,CHA,Charlotte,265:00,116.8,119.6,125.0,125.9,-8.2,-6.3,0.447,4.2,13.7,0.319,0.722,0.496,4.357,4.5,0.487,0.529,1.0,0.2,103.06,101.43,84.53,112,0.465,588.0
827,22200414,1610612766,Hornets,CHA,Charlotte,265:00,116.8,119.6,125.0,125.9,-8.2,-6.3,0.447,4.2,13.7,0.319,0.722,0.496,4.357,4.5,0.487,0.529,1.0,0.2,103.06,101.43,84.53,112,0.465,1610612765,Pistons,DET,Detroit,265:00,125.0,125.9,116.8,119.6,8.2,6.3,0.521,1.56,16.7,0.278,0.681,0.504,14.179,14.3,0.613,0.648,1.0,0.199,103.06,101.43,84.53,112,0.535,589.0
828,22200415,1610612754,Pacers,IND,Indiana,240:00,112.6,114.7,107.4,110.2,5.2,4.5,0.682,1.67,20.5,0.178,0.674,0.429,16.216,16.5,0.598,0.638,1.0,0.195,110.88,108.5,90.42,109,0.527,1610612744,Warriors,GSW,Golden State,240:00,107.4,110.2,112.6,114.7,-5.2,-4.5,0.675,1.13,18.0,0.326,0.822,0.571,21.668,22.2,0.547,0.602,1.0,0.197,110.88,108.5,90.42,108,0.473,590.0
829,22200415,1610612744,Warriors,GSW,Golden State,240:00,107.4,110.2,112.6,114.7,-5.2,-4.5,0.675,1.13,18.0,0.326,0.822,0.571,21.668,22.2,0.547,0.602,1.0,0.197,110.88,108.5,90.42,108,0.473,1610612754,Pacers,IND,Indiana,240:00,112.6,114.7,107.4,110.2,5.2,4.5,0.682,1.67,20.5,0.178,0.674,0.429,16.216,16.5,0.598,0.638,1.0,0.195,110.88,108.5,90.42,109,0.527,591.0
830,22200416,1610612753,Magic,ORL,Orlando,240:00,127.1,132.4,121.7,120.4,5.4,12.0,0.596,2.0,18.9,0.367,0.739,0.547,13.183,13.7,0.591,0.636,1.0,0.193,104.04,102.5,85.42,102,0.534,1610612737,Hawks,ATL,Atlanta,240:00,121.7,120.4,127.1,132.4,-5.4,-12.0,0.682,2.31,21.0,0.261,0.633,0.453,12.76,12.6,0.568,0.621,1.0,0.198,104.04,102.5,85.42,103,0.466,592.0
831,22200416,1610612737,Hawks,ATL,Atlanta,240:00,121.7,120.4,127.1,132.4,-5.4,-12.0,0.682,2.31,21.0,0.261,0.633,0.453,12.76,12.6,0.568,0.621,1.0,0.198,104.04,102.5,85.42,103,0.466,1610612753,Magic,ORL,Orlando,240:00,127.1,132.4,121.7,120.4,5.4,12.0,0.596,2.0,18.9,0.367,0.739,0.547,13.183,13.7,0.591,0.636,1.0,0.193,104.04,102.5,85.42,102,0.534,593.0
832,22200417,1610612761,Raptors,TOR,Toronto,240:00,120.7,121.8,119.5,120.4,1.3,1.4,0.532,3.57,18.1,0.24,0.633,0.434,6.871,6.9,0.532,0.581,1.0,0.2,102.84,102.0,85.0,101,0.496,1610612758,Kings,SAC,Sacramento,240:00,119.5,120.4,120.7,121.8,-1.3,-1.4,0.644,1.93,19.9,0.367,0.76,0.566,14.451,14.6,0.575,0.609,1.0,0.2,102.84,102.0,85.0,103,0.504,594.0
833,22200417,1610612758,Kings,SAC,Sacramento,240:00,119.5,120.4,120.7,121.8,-1.3,-1.4,0.644,1.93,19.9,0.367,0.76,0.566,14.451,14.6,0.575,0.609,1.0,0.2,102.84,102.0,85.0,103,0.504,1610612761,Raptors,TOR,Toronto,240:00,120.7,121.8,119.5,120.4,1.3,1.4,0.532,3.57,18.1,0.24,0.633,0.434,6.871,6.9,0.532,0.581,1.0,0.2,102.84,102.0,85.0,101,0.496,595.0
834,22200418,1610612752,Knicks,NYK,New York,265:00,121.9,123.1,116.9,115.4,5.0,7.7,0.556,1.39,17.2,0.38,0.9,0.611,17.143,17.3,0.593,0.627,1.0,0.193,94.04,94.19,78.49,104,0.491,1610612741,Bulls,CHI,Chicago,265:00,116.9,115.4,121.9,123.1,-5.0,-7.7,0.543,2.08,19.1,0.1,0.62,0.389,11.687,11.5,0.601,0.64,1.0,0.199,94.04,94.19,78.49,104,0.509,596.0
835,22200418,1610612741,Bulls,CHI,Chicago,265:00,116.9,115.4,121.9,123.1,-5.0,-7.7,0.543,2.08,19.1,0.1,0.62,0.389,11.687,11.5,0.601,0.64,1.0,0.199,94.04,94.19,78.49,104,0.509,1610612752,Knicks,NYK,New York,265:00,121.9,123.1,116.9,115.4,5.0,7.7,0.556,1.39,17.2,0.38,0.9,0.611,17.143,17.3,0.593,0.627,1.0,0.193,94.04,94.19,78.49,104,0.491,597.0
836,22200419,1610612760,Thunder,OKC,Oklahoma City,240:00,109.0,110.2,110.4,111.1,-1.5,-0.9,0.634,1.86,19.7,0.205,0.784,0.516,14.124,14.3,0.555,0.586,1.0,0.2,99.36,98.5,82.08,98,0.534,1610612748,Heat,MIA,Miami,240:00,110.4,111.1,109.0,110.2,1.5,0.9,0.676,1.79,19.0,0.216,0.795,0.484,14.056,14.1,0.57,0.594,1.0,0.201,99.36,98.5,82.08,99,0.466,598.0
837,22200419,1610612748,Heat,MIA,Miami,240:00,110.4,111.1,109.0,110.2,1.5,0.9,0.676,1.79,19.0,0.216,0.795,0.484,14.056,14.1,0.57,0.594,1.0,0.201,99.36,98.5,82.08,99,0.466,1610612760,Thunder,OKC,Oklahoma City,240:00,109.0,110.2,110.4,111.1,-1.5,-0.9,0.634,1.86,19.7,0.205,0.784,0.516,14.124,14.3,0.555,0.586,1.0,0.2,99.36,98.5,82.08,98,0.534,599.0
838,22200420,1610612759,Spurs,SAS,San Antonio,240:00,109.4,114.3,127.4,130.6,-18.0,-16.3,0.511,2.09,16.5,0.357,0.743,0.505,10.746,11.2,0.521,0.532,1.0,0.201,101.42,98.0,81.67,98,0.425,1610612757,Trail Blazers,POR,Portland,240:00,127.4,130.6,109.4,114.3,18.0,16.3,0.531,1.53,19.8,0.257,0.643,0.495,16.919,17.3,0.716,0.723,1.0,0.199,101.42,98.0,81.67,98,0.575,600.0
839,22200420,1610612757,Trail Blazers,POR,Portland,240:00,127.4,130.6,109.4,114.3,18.0,16.3,0.531,1.53,19.8,0.257,0.643,0.495,16.919,17.3,0.716,0.723,1.0,0.199,101.42,98.0,81.67,98,0.575,1610612759,Spurs,SAS,San Antonio,240:00,109.4,114.3,127.4,130.6,-18.0,-16.3,0.511,2.09,16.5,0.357,0.743,0.505,10.746,11.2,0.521,0.532,1.0,0.201,101.42,98.0,81.67,98,0.425,601.0
840,22200421,1610612742,Mavericks,DAL,Dallas,240:00,97.4,102.3,116.2,119.3,-18.8,-17.0,0.586,1.31,14.7,0.22,0.737,0.443,14.063,14.8,0.48,0.527,1.0,0.195,91.4,88.0,73.33,88,0.36,1610612739,Cavaliers,CLE,Cleveland,240:00,116.2,119.3,97.4,102.3,18.8,17.0,0.634,2.89,21.4,0.263,0.78,0.557,9.96,10.2,0.577,0.608,1.0,0.195,91.4,88.0,73.33,88,0.64,602.0
841,22200421,1610612739,Cavaliers,CLE,Cleveland,240:00,116.2,119.3,97.4,102.3,18.8,17.0,0.634,2.89,21.4,0.263,0.78,0.557,9.96,10.2,0.577,0.608,1.0,0.195,91.4,88.0,73.33,88,0.64,1610612742,Mavericks,DAL,Dallas,240:00,97.4,102.3,116.2,119.3,-18.8,-17.0,0.586,1.31,14.7,0.22,0.737,0.443,14.063,14.8,0.48,0.527,1.0,0.195,91.4,88.0,73.33,88,0.36,603.0
842,22200422,1610612764,Wizards,WAS,Washington,240:00,115.2,116.4,127.7,129.4,-12.5,-13.0,0.833,2.86,25.8,0.167,0.7,0.372,12.599,12.7,0.632,0.633,1.0,0.198,110.76,109.5,91.25,110,0.411,1610612743,Nuggets,DEN,Denver,240:00,127.7,129.4,115.2,116.4,12.5,13.0,0.574,1.63,20.9,0.3,0.833,0.628,17.21,17.4,0.675,0.716,1.0,0.198,110.76,109.5,91.25,109,0.589,604.0
843,22200422,1610612743,Nuggets,DEN,Denver,240:00,127.7,129.4,115.2,116.4,12.5,13.0,0.574,1.63,20.9,0.3,0.833,0.628,17.21,17.4,0.675,0.716,1.0,0.198,110.76,109.5,91.25,109,0.589,1610612764,Wizards,WAS,Washington,240:00,115.2,116.4,127.7,129.4,-12.5,-13.0,0.833,2.86,25.8,0.167,0.7,0.372,12.599,12.7,0.632,0.633,1.0,0.198,110.76,109.5,91.25,110,0.411,605.0
844,22200423,1610612750,Timberwolves,MIN,Minnesota,240:00,90.5,90.7,99.8,100.0,-9.2,-9.3,0.484,0.88,12.6,0.188,0.655,0.437,17.49,17.5,0.446,0.505,1.0,0.202,98.22,98.0,81.67,97,0.453,1610612746,Clippers,LAC,LA,240:00,99.8,100.0,90.5,90.7,9.2,9.3,0.618,1.4,15.6,0.345,0.813,0.563,15.115,15.2,0.461,0.504,1.0,0.198,98.22,98.0,81.67,99,0.547,606.0
845,22200423,1610612746,Clippers,LAC,LA,240:00,99.8,100.0,90.5,90.7,9.2,9.3,0.618,1.4,15.6,0.345,0.813,0.563,15.115,15.2,0.461,0.504,1.0,0.198,98.22,98.0,81.67,99,0.547,1610612750,Timberwolves,MIN,Minnesota,240:00,90.5,90.7,99.8,100.0,-9.2,-9.3,0.484,0.88,12.6,0.188,0.655,0.437,17.49,17.5,0.446,0.505,1.0,0.202,98.22,98.0,81.67,97,0.453,607.0
846,22200424,1610612748,Heat,MIA,Miami,240:00,113.1,114.4,109.7,110.2,3.5,4.2,0.538,1.5,15.8,0.327,0.588,0.456,14.268,14.4,0.534,0.566,1.0,0.198,98.3,97.5,81.25,97,0.489,1610612745,Rockets,HOU,Houston,240:00,109.7,110.2,113.1,114.4,-3.5,-4.2,0.5,1.47,15.9,0.412,0.673,0.544,15.232,15.3,0.516,0.532,1.0,0.196,98.3,97.5,81.25,98,0.511,608.0
847,22200424,1610612745,Rockets,HOU,Houston,240:00,109.7,110.2,113.1,114.4,-3.5,-4.2,0.5,1.47,15.9,0.412,0.673,0.544,15.232,15.3,0.516,0.532,1.0,0.196,98.3,97.5,81.25,98,0.511,1610612748,Heat,MIA,Miami,240:00,113.1,114.4,109.7,110.2,3.5,4.2,0.538,1.5,15.8,0.327,0.588,0.456,14.268,14.4,0.534,0.566,1.0,0.198,98.3,97.5,81.25,97,0.489,609.0
848,22200425,1610612749,Bucks,MIL,Milwaukee,240:00,97.2,98.1,133.8,139.2,-36.6,-41.2,0.629,2.44,16.1,0.246,0.66,0.426,8.664,8.7,0.441,0.477,1.0,0.2,105.0,102.5,85.42,103,0.307,1610612763,Grizzlies,MEM,Memphis,240:00,133.8,139.2,97.2,98.1,36.6,41.2,0.536,3.75,20.0,0.34,0.754,0.574,7.539,7.8,0.608,0.633,1.0,0.193,105.0,102.5,85.42,102,0.693,610.0
849,22200425,1610612763,Grizzlies,MEM,Memphis,240:00,133.8,139.2,97.2,98.1,36.6,41.2,0.536,3.75,20.0,0.34,0.754,0.574,7.539,7.8,0.608,0.633,1.0,0.193,105.0,102.5,85.42,102,0.693,1610612749,Bucks,MIL,Milwaukee,240:00,97.2,98.1,133.8,139.2,-36.6,-41.2,0.629,2.44,16.1,0.246,0.66,0.426,8.664,8.7,0.441,0.477,1.0,0.2,105.0,102.5,85.42,103,0.307,611.0
850,22200426,1610612762,Jazz,UTA,Utah,265:00,116.5,123.4,116.9,120.6,-0.4,2.8,0.571,1.5,16.2,0.396,0.625,0.514,14.124,15.0,0.554,0.61,1.0,0.201,101.25,96.91,80.75,107,0.522,1610612740,Pelicans,NOP,New Orleans,265:00,116.9,120.6,116.5,123.4,0.4,-2.8,0.511,1.33,15.7,0.375,0.604,0.486,16.316,16.8,0.535,0.579,1.0,0.192,101.25,96.91,80.75,107,0.478,612.0
851,22200426,1610612740,Pelicans,NOP,New Orleans,265:00,116.9,120.6,116.5,123.4,0.4,-2.8,0.511,1.33,15.7,0.375,0.604,0.486,16.316,16.8,0.535,0.579,1.0,0.192,101.25,96.91,80.75,107,0.478,1610612762,Jazz,UTA,Utah,265:00,116.5,123.4,116.9,120.6,-0.4,2.8,0.571,1.5,16.2,0.396,0.625,0.514,14.124,15.0,0.554,0.61,1.0,0.201,101.25,96.91,80.75,107,0.522,613.0
852,22200427,1610612756,Suns,PHX,Phoenix,240:00,114.5,119.4,98.7,100.0,15.8,19.4,0.614,3.0,19.4,0.358,0.613,0.496,9.286,9.7,0.511,0.539,1.0,0.197,96.58,94.0,78.33,93,0.636,1610612746,Clippers,LAC,LA,240:00,98.7,100.0,114.5,119.4,-15.8,-19.4,0.618,1.17,15.2,0.387,0.642,0.504,18.703,18.9,0.444,0.479,1.0,0.193,96.58,94.0,78.33,95,0.364,614.0
