,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B,Unnamed: 0.1
325,22200163,1610612738,Celtics,BOS,Boston,240:00,12.0,12.0,13.0,48.0,15.0,21.0,5.0,42.0,4,3,25,19,1610612765,Pistons,DET,Detroit,240:00,15.0,21.0,5.0,42.0,12.0,12.0,13.0,48.0,3,4,19,25,87.0
326,22200164,1610612752,Knicks,NYK,New York,240:00,10.0,11.0,10.0,30.0,25.0,21.0,16.0,40.0,4,5,18,22,1610612751,Nets,BKN,Brooklyn,240:00,25.0,21.0,16.0,40.0,10.0,11.0,10.0,30.0,5,4,22,18,88.0
327,22200164,1610612751,Nets,BKN,Brooklyn,240:00,25.0,21.0,16.0,40.0,10.0,11.0,10.0,30.0,5,4,22,18,1610612752,Knicks,NYK,New York,240:00,10.0,11.0,10.0,30.0,25.0,21.0,16.0,40.0,4,5,18,22,89.0
328,22200165,1610612761,Raptors,TOR,Toronto,240:00,31.0,25.0,23.0,50.0,13.0,21.0,19.0,50.0,9,7,26,18,1610612745,Rockets,HOU,Houston,240:00,13.0,21.0,19.0,50.0,31.0,25.0,23.0,50.0,7,9,18,26,90.0
329,22200165,1610612745,Rockets,HOU,Houston,240:00,13.0,21.0,19.0,50.0,31.0,25.0,23.0,50.0,7,9,18,26,1610612761,Raptors,TOR,Toronto,240:00,31.0,25.0,23.0,50.0,13.0,21.0,19.0,50.0,9,7,26,18,91.0
330,22200166,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,14.0,15.0,60.0,16.0,9.0,19.0,58.0,5,8,18,23,1610612741,Bulls,CHI,Chicago,240:00,16.0,9.0,19.0,58.0,18.0,14.0,15.0,60.0,8,5,23,18,92.0
331,22200166,1610612741,Bulls,CHI,Chicago,240:00,16.0,9.0,19.0,58.0,18.0,14.0,15.0,60.0,8,5,23,18,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,14.0,15.0,60.0,16.0,9.0,19.0,58.0,5,8,18,23,93.0
332,22200167,1610612756,Suns,PHX,Phoenix,240:00,32.0,18.0,13.0,54.0,14.0,8.0,10.0,62.0,3,6,21,22,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,10.0,62.0,32.0,18.0,13.0,54.0,6,3,22,21,94.0
333,22200167,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,10.0,62.0,32.0,18.0,13.0,54.0,6,3,22,21,1610612756,Suns,PHX,Phoenix,240:00,32.0,18.0,13.0,54.0,14.0,8.0,10.0,62.0,3,6,21,22,95.0
334,22200168,1610612760,Thunder,OKC,Oklahoma City,290:00,18.0,17.0,14.0,64.0,20.0,12.0,7.0,54.0,9,7,26,23,1610612749,Bucks,MIL,Milwaukee,290:00,20.0,12.0,7.0,54.0,18.0,17.0,14.0,64.0,7,9,23,26,96.0
335,22200168,1610612749,Bucks,MIL,Milwaukee,290:00,20.0,12.0,7.0,54.0,18.0,17.0,14.0,64.0,7,9,23,26,1610612760,Thunder,OKC,Oklahoma City,290:00,18.0,17.0,14.0,64.0,20.0,12.0,7.0,54.0,9,7,26,23,97.0
336,22200169,1610612759,Spurs,SAS,San Antonio,265:00,21.0,23.0,16.0,64.0,18.0,28.0,17.0,66.0,2,2,17,22,1610612763,Grizzlies,MEM,Memphis,265:00,18.0,28.0,17.0,66.0,21.0,23.0,16.0,64.0,2,2,22,17,98.0
337,22200169,1610612763,Grizzlies,MEM,Memphis,265:00,18.0,28.0,17.0,66.0,21.0,23.0,16.0,64.0,2,2,22,17,1610612759,Spurs,SAS,San Antonio,265:00,21.0,23.0,16.0,64.0,18.0,28.0,17.0,66.0,2,2,17,22,99.0
338,22200170,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,7.0,20.0,52.0,19.0,5.0,9.0,38.0,2,7,20,24,1610612746,Clippers,LAC,LA,240:00,19.0,5.0,9.0,38.0,20.0,7.0,20.0,52.0,7,2,24,20,100.0
339,22200170,1610612746,Clippers,LAC,LA,240:00,19.0,5.0,9.0,38.0,20.0,7.0,20.0,52.0,7,2,24,20,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,7.0,20.0,52.0,19.0,5.0,9.0,38.0,2,7,20,24,101.0
340,22200171,1610612758,Kings,SAC,Sacramento,240:00,18.0,9.0,8.0,40.0,8.0,15.0,0.0,64.0,4,1,20,23,1610612739,Cavaliers,CLE,Cleveland,240:00,8.0,15.0,0.0,64.0,18.0,9.0,8.0,40.0,1,4,23,20,102.0
341,22200171,1610612739,Cavaliers,CLE,Cleveland,240:00,8.0,15.0,0.0,64.0,18.0,9.0,8.0,40.0,1,4,23,20,1610612758,Kings,SAC,Sacramento,240:00,18.0,9.0,8.0,40.0,8.0,15.0,0.0,64.0,4,1,20,23,103.0
342,22200172,1610612764,Wizards,WAS,Washington,240:00,18.0,11.0,9.0,52.0,18.0,7.0,7.0,36.0,5,1,21,13,1610612742,Mavericks,DAL,Dallas,240:00,18.0,7.0,7.0,36.0,18.0,11.0,9.0,52.0,1,5,13,21,104.0
343,22200172,1610612742,Mavericks,DAL,Dallas,240:00,18.0,7.0,7.0,36.0,18.0,11.0,9.0,52.0,1,5,13,21,1610612764,Wizards,WAS,Washington,240:00,18.0,11.0,9.0,52.0,18.0,7.0,7.0,36.0,5,1,21,13,105.0
344,22200173,1610612755,76ers,PHI,Philadelphia,240:00,16.0,4.0,10.0,38.0,19.0,15.0,14.0,44.0,5,2,22,22,1610612737,Hawks,ATL,Atlanta,240:00,19.0,15.0,14.0,44.0,16.0,4.0,10.0,38.0,2,5,22,22,106.0
345,22200173,1610612737,Hawks,ATL,Atlanta,240:00,19.0,15.0,14.0,44.0,16.0,4.0,10.0,38.0,2,5,22,22,1610612755,76ers,PHI,Philadelphia,240:00,16.0,4.0,10.0,38.0,19.0,15.0,14.0,44.0,5,2,22,22,107.0
346,22200174,1610612748,Heat,MIA,Miami,265:00,30.0,12.0,9.0,52.0,10.0,17.0,5.0,52.0,1,2,25,30,1610612766,Hornets,CHA,Charlotte,265:00,10.0,17.0,5.0,52.0,30.0,12.0,9.0,52.0,2,1,30,25,108.0
347,22200174,1610612766,Hornets,CHA,Charlotte,265:00,10.0,17.0,5.0,52.0,30.0,12.0,9.0,52.0,2,1,30,25,1610612748,Heat,MIA,Miami,265:00,30.0,12.0,9.0,52.0,10.0,17.0,5.0,52.0,1,2,25,30,109.0
348,22200175,1610612757,Trail Blazers,POR,Portland,240:00,21.0,18.0,7.0,46.0,4.0,17.0,9.0,36.0,2,5,14,21,1610612740,Pelicans,NOP,New Orleans,240:00,4.0,17.0,9.0,36.0,21.0,18.0,7.0,46.0,5,2,21,14,110.0
349,22200175,1610612740,Pelicans,NOP,New Orleans,240:00,4.0,17.0,9.0,36.0,21.0,18.0,7.0,46.0,5,2,21,14,1610612757,Trail Blazers,POR,Portland,240:00,21.0,18.0,7.0,46.0,4.0,17.0,9.0,36.0,2,5,14,21,111.0
350,22200176,1610612743,Nuggets,DEN,Denver,240:00,4.0,17.0,11.0,46.0,9.0,13.0,18.0,52.0,1,5,16,19,1610612738,Celtics,BOS,Boston,240:00,9.0,13.0,18.0,52.0,4.0,17.0,11.0,46.0,5,1,19,16,112.0
351,22200176,1610612738,Celtics,BOS,Boston,240:00,9.0,13.0,18.0,52.0,4.0,17.0,11.0,46.0,5,1,19,16,1610612743,Nuggets,DEN,Denver,240:00,4.0,17.0,11.0,46.0,9.0,13.0,18.0,52.0,1,5,16,19,113.0
352,22200177,1610612756,Suns,PHX,Phoenix,240:00,14.0,6.0,12.0,44.0,11.0,16.0,0.0,50.0,4,4,14,11,1610612753,Magic,ORL,Orlando,240:00,11.0,16.0,0.0,50.0,14.0,6.0,12.0,44.0,4,4,11,14,114.0
353,22200177,1610612753,Magic,ORL,Orlando,240:00,11.0,16.0,0.0,50.0,14.0,6.0,12.0,44.0,4,4,11,14,1610612756,Suns,PHX,Phoenix,240:00,14.0,6.0,12.0,44.0,11.0,16.0,0.0,50.0,4,4,14,11,115.0
354,22200178,1610612752,Knicks,NYK,New York,240:00,20.0,20.0,7.0,60.0,18.0,13.0,11.0,54.0,3,6,31,23,1610612765,Pistons,DET,Detroit,240:00,18.0,13.0,11.0,54.0,20.0,20.0,7.0,60.0,6,3,23,31,116.0
355,22200178,1610612765,Pistons,DET,Detroit,240:00,18.0,13.0,11.0,54.0,20.0,20.0,7.0,60.0,6,3,23,31,1610612752,Knicks,NYK,New York,240:00,20.0,20.0,7.0,60.0,18.0,13.0,11.0,54.0,3,6,31,23,117.0
356,22200179,1610612761,Raptors,TOR,Toronto,240:00,27.0,26.0,8.0,48.0,13.0,11.0,17.0,70.0,4,6,16,27,1610612760,Thunder,OKC,Oklahoma City,240:00,13.0,11.0,17.0,70.0,27.0,26.0,8.0,48.0,6,4,27,16,118.0
357,22200179,1610612760,Thunder,OKC,Oklahoma City,240:00,13.0,11.0,17.0,70.0,27.0,26.0,8.0,48.0,6,4,27,16,1610612761,Raptors,TOR,Toronto,240:00,27.0,26.0,8.0,48.0,13.0,11.0,17.0,70.0,4,6,16,27,119.0
358,22200180,1610612759,Spurs,SAS,San Antonio,240:00,23.0,17.0,21.0,50.0,24.0,21.0,0.0,32.0,13,5,22,14,1610612749,Bucks,MIL,Milwaukee,240:00,24.0,21.0,0.0,32.0,23.0,17.0,21.0,50.0,5,13,14,22,120.0
359,22200180,1610612749,Bucks,MIL,Milwaukee,240:00,24.0,21.0,0.0,32.0,23.0,17.0,21.0,50.0,5,13,14,22,1610612759,Spurs,SAS,San Antonio,240:00,23.0,17.0,21.0,50.0,24.0,21.0,0.0,32.0,13,5,22,14,121.0
360,22200181,1610612750,Timberwolves,MIN,Minnesota,240:00,17.0,9.0,5.0,46.0,18.0,32.0,10.0,62.0,4,3,25,19,1610612763,Grizzlies,MEM,Memphis,240:00,18.0,32.0,10.0,62.0,17.0,9.0,5.0,46.0,3,4,19,25,122.0
361,22200181,1610612763,Grizzlies,MEM,Memphis,240:00,18.0,32.0,10.0,62.0,17.0,9.0,5.0,46.0,3,4,19,25,1610612750,Timberwolves,MIN,Minnesota,240:00,17.0,9.0,5.0,46.0,18.0,32.0,10.0,62.0,4,3,25,19,123.0
362,22200182,1610612744,Warriors,GSW,Golden State,240:00,11.0,4.0,16.0,42.0,18.0,17.0,9.0,52.0,3,3,27,17,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,17.0,9.0,52.0,11.0,4.0,16.0,42.0,3,3,17,27,124.0
363,22200182,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,17.0,9.0,52.0,11.0,4.0,16.0,42.0,3,3,17,27,1610612744,Warriors,GSW,Golden State,240:00,11.0,4.0,16.0,42.0,18.0,17.0,9.0,52.0,3,3,27,17,125.0
364,22200183,1610612758,Kings,SAC,Sacramento,240.000000:00,16.0,17.0,16.0,60.0,13.0,19.0,12.0,58.0,4,5,17,22,1610612747,Lakers,LAL,Los Angeles,240.000000:00,13.0,19.0,12.0,58.0,16.0,17.0,16.0,60.0,5,4,22,17,126.0
365,22200183,1610612747,Lakers,LAL,Los Angeles,240.000000:00,13.0,19.0,12.0,58.0,16.0,17.0,16.0,60.0,5,4,22,17,1610612758,Kings,SAC,Sacramento,240.000000:00,16.0,17.0,16.0,60.0,13.0,19.0,12.0,58.0,4,5,17,22,127.0
366,22200184,1610612746,Clippers,LAC,LA,240:00,9.0,15.0,6.0,34.0,18.0,8.0,8.0,34.0,6,6,17,18,1610612751,Nets,BKN,Brooklyn,240:00,18.0,8.0,8.0,34.0,9.0,15.0,6.0,34.0,6,6,18,17,128.0
367,22200184,1610612751,Nets,BKN,Brooklyn,240:00,18.0,8.0,8.0,34.0,9.0,15.0,6.0,34.0,6,6,18,17,1610612746,Clippers,LAC,LA,240:00,9.0,15.0,6.0,34.0,18.0,8.0,8.0,34.0,6,6,17,18,129.0
368,22200185,1610612764,Wizards,WAS,Washington,240:00,12.0,11.0,13.0,52.0,8.0,4.0,4.0,48.0,8,3,14,17,1610612762,Jazz,UTA,Utah,240:00,8.0,4.0,4.0,48.0,12.0,11.0,13.0,52.0,3,8,17,14,130.0
369,22200185,1610612762,Jazz,UTA,Utah,240:00,8.0,4.0,4.0,48.0,12.0,11.0,13.0,52.0,3,8,17,14,1610612764,Wizards,WAS,Washington,240:00,12.0,11.0,13.0,52.0,8.0,4.0,4.0,48.0,8,3,14,17,131.0
370,22200186,1610612765,Pistons,DET,Detroit,240:00,9.0,15.0,5.0,30.0,14.0,13.0,14.0,36.0,3,4,23,17,1610612738,Celtics,BOS,Boston,240:00,14.0,13.0,14.0,36.0,9.0,15.0,5.0,30.0,4,3,17,23,132.0
371,22200186,1610612738,Celtics,BOS,Boston,240:00,14.0,13.0,14.0,36.0,9.0,15.0,5.0,30.0,4,3,17,23,1610612765,Pistons,DET,Detroit,240:00,9.0,15.0,5.0,30.0,14.0,13.0,14.0,36.0,3,4,23,17,133.0
372,22200187,1610612761,Raptors,TOR,Toronto,240:00,22.0,21.0,12.0,52.0,15.0,17.0,18.0,40.0,8,6,18,23,1610612754,Pacers,IND,Indiana,240:00,15.0,17.0,18.0,40.0,22.0,21.0,12.0,52.0,6,8,23,18,134.0
373,22200187,1610612754,Pacers,IND,Indiana,240:00,15.0,17.0,18.0,40.0,22.0,21.0,12.0,52.0,6,8,23,18,1610612761,Raptors,TOR,Toronto,240:00,22.0,21.0,12.0,52.0,15.0,17.0,18.0,40.0,8,6,18,23,135.0
374,22200188,1610612755,76ers,PHI,Philadelphia,240:00,33.0,4.0,18.0,56.0,13.0,11.0,18.0,56.0,5,2,26,19,1610612737,Hawks,ATL,Atlanta,240:00,13.0,11.0,18.0,56.0,33.0,4.0,18.0,56.0,2,5,19,26,136.0
375,22200188,1610612737,Hawks,ATL,Atlanta,240:00,13.0,11.0,18.0,56.0,33.0,4.0,18.0,56.0,2,5,19,26,1610612755,76ers,PHI,Philadelphia,240:00,33.0,4.0,18.0,56.0,13.0,11.0,18.0,56.0,5,2,26,19,137.0
376,22200189,1610612748,Heat,MIA,Miami,240.000000:00,13.0,17.0,10.0,58.0,17.0,9.0,14.0,64.0,5,3,19,21,1610612766,Hornets,CHA,Charlotte,240.000000:00,17.0,9.0,14.0,64.0,13.0,17.0,10.0,58.0,3,5,21,19,138.0
377,22200189,1610612766,Hornets,CHA,Charlotte,240.000000:00,17.0,9.0,14.0,64.0,13.0,17.0,10.0,58.0,3,5,21,19,1610612748,Heat,MIA,Miami,240.000000:00,13.0,17.0,10.0,58.0,17.0,9.0,14.0,64.0,5,3,19,21,139.0
378,22200190,1610612757,Trail Blazers,POR,Portland,240.000000:00,21.0,20.0,6.0,36.0,20.0,9.0,12.0,48.0,2,2,21,27,1610612742,Mavericks,DAL,Dallas,240.000000:00,20.0,9.0,12.0,48.0,21.0,20.0,6.0,36.0,2,2,27,21,140.0
379,22200190,1610612742,Mavericks,DAL,Dallas,240.000000:00,20.0,9.0,12.0,48.0,21.0,20.0,6.0,36.0,2,2,27,21,1610612757,Trail Blazers,POR,Portland,240.000000:00,21.0,20.0,6.0,36.0,20.0,9.0,12.0,48.0,2,2,21,27,141.0
380,22200191,1610612740,Pelicans,NOP,New Orleans,240:00,32.0,10.0,16.0,56.0,16.0,14.0,4.0,48.0,1,4,23,23,1610612745,Rockets,HOU,Houston,240:00,16.0,14.0,4.0,48.0,32.0,10.0,16.0,56.0,4,1,23,23,142.0
381,22200191,1610612745,Rockets,HOU,Houston,240:00,16.0,14.0,4.0,48.0,32.0,10.0,16.0,56.0,4,1,23,23,1610612740,Pelicans,NOP,New Orleans,240:00,32.0,10.0,16.0,56.0,16.0,14.0,4.0,48.0,1,4,23,23,143.0
382,22200192,1610612760,Thunder,OKC,Oklahoma City,240:00,16.0,7.0,14.0,66.0,21.0,17.0,14.0,74.0,5,2,27,18,1610612752,Knicks,NYK,New York,240:00,21.0,17.0,14.0,74.0,16.0,7.0,14.0,66.0,2,5,18,27,144.0
383,22200192,1610612752,Knicks,NYK,New York,240:00,21.0,17.0,14.0,74.0,16.0,7.0,14.0,66.0,2,5,18,27,1610612760,Thunder,OKC,Oklahoma City,240:00,16.0,7.0,14.0,66.0,21.0,17.0,14.0,74.0,5,2,27,18,145.0
384,22200193,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,6.0,16.0,54.0,13.0,22.0,4.0,42.0,4,1,30,22,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,22.0,4.0,42.0,19.0,6.0,16.0,54.0,1,4,22,30,146.0
385,22200193,1610612739,Cavaliers,CLE,Cleveland,240:00,13.0,22.0,4.0,42.0,19.0,6.0,16.0,54.0,1,4,22,30,1610612750,Timberwolves,MIN,Minnesota,240:00,19.0,6.0,16.0,54.0,13.0,22.0,4.0,42.0,4,1,30,22,147.0
386,22200194,1610612764,Wizards,WAS,Washington,240:00,12.0,6.0,10.0,34.0,18.0,23.0,15.0,50.0,6,6,15,24,1610612763,Grizzlies,MEM,Memphis,240:00,18.0,23.0,15.0,50.0,12.0,6.0,10.0,34.0,6,6,24,15,148.0
387,22200194,1610612763,Grizzlies,MEM,Memphis,240:00,18.0,23.0,15.0,50.0,12.0,6.0,10.0,34.0,6,6,24,15,1610612764,Wizards,WAS,Washington,240:00,12.0,6.0,10.0,34.0,18.0,23.0,15.0,50.0,6,6,15,24,149.0
388,22200195,1610612762,Jazz,UTA,Utah,240:00,12.0,26.0,11.0,48.0,23.0,7.0,17.0,54.0,4,14,17,19,1610612755,76ers,PHI,Philadelphia,240:00,23.0,7.0,17.0,54.0,12.0,26.0,11.0,48.0,14,4,19,17,150.0
389,22200195,1610612755,76ers,PHI,Philadelphia,240:00,23.0,7.0,17.0,54.0,12.0,26.0,11.0,48.0,14,4,19,17,1610612762,Jazz,UTA,Utah,240:00,12.0,26.0,11.0,48.0,23.0,7.0,17.0,54.0,4,14,17,19,151.0
390,22200196,1610612743,Nuggets,DEN,Denver,240:00,21.0,6.0,9.0,58.0,20.0,8.0,15.0,54.0,3,4,17,19,1610612741,Bulls,CHI,Chicago,240:00,20.0,8.0,15.0,54.0,21.0,6.0,9.0,58.0,4,3,19,17,152.0
391,22200196,1610612741,Bulls,CHI,Chicago,240:00,20.0,8.0,15.0,54.0,21.0,6.0,9.0,58.0,4,3,19,17,1610612743,Nuggets,DEN,Denver,240:00,21.0,6.0,9.0,58.0,20.0,8.0,15.0,54.0,3,4,17,19,153.0
392,22200197,1610612758,Kings,SAC,Sacramento,240:00,18.0,17.0,10.0,52.0,26.0,13.0,12.0,46.0,2,5,17,20,1610612744,Warriors,GSW,Golden State,240:00,26.0,13.0,12.0,46.0,18.0,17.0,10.0,52.0,5,2,20,17,154.0
393,22200197,1610612744,Warriors,GSW,Golden State,240:00,26.0,13.0,12.0,46.0,18.0,17.0,10.0,52.0,5,2,20,17,1610612758,Kings,SAC,Sacramento,240:00,18.0,17.0,10.0,52.0,26.0,13.0,12.0,46.0,2,5,17,20,155.0
394,22200198,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,15.0,4.0,56.0,10.0,8.0,14.0,48.0,2,5,22,17,1610612751,Nets,BKN,Brooklyn,240:00,10.0,8.0,14.0,48.0,14.0,15.0,4.0,56.0,5,2,17,22,156.0
395,22200198,1610612751,Nets,BKN,Brooklyn,240:00,10.0,8.0,14.0,48.0,14.0,15.0,4.0,56.0,5,2,17,22,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,15.0,4.0,56.0,10.0,8.0,14.0,48.0,2,5,22,17,157.0
396,22200199,1610612761,Raptors,TOR,Toronto,240:00,21.0,17.0,15.0,56.0,24.0,18.0,4.0,44.0,8,2,27,23,1610612765,Pistons,DET,Detroit,240:00,24.0,18.0,4.0,44.0,21.0,17.0,15.0,56.0,2,8,23,27,158.0
397,22200199,1610612765,Pistons,DET,Detroit,240:00,24.0,18.0,4.0,44.0,21.0,17.0,15.0,56.0,2,8,23,27,1610612761,Raptors,TOR,Toronto,240:00,21.0,17.0,15.0,56.0,24.0,18.0,4.0,44.0,8,2,27,23,159.0
398,22200200,1610612753,Magic,ORL,Orlando,240:00,13.0,34.0,4.0,40.0,21.0,18.0,18.0,64.0,7,7,18,23,1610612766,Hornets,CHA,Charlotte,240:00,21.0,18.0,18.0,64.0,13.0,34.0,4.0,40.0,7,7,23,18,160.0
399,22200200,1610612766,Hornets,CHA,Charlotte,240:00,21.0,18.0,18.0,64.0,13.0,34.0,4.0,40.0,7,7,23,18,1610612753,Magic,ORL,Orlando,240:00,13.0,34.0,4.0,40.0,21.0,18.0,18.0,64.0,7,7,18,23,161.0
400,22200201,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,16.0,13.0,17.0,58.0,23.0,11.0,24.0,64.0,6,7,21,20,1610612738,Celtics,BOS,Boston,240.000000:00,23.0,11.0,24.0,64.0,16.0,13.0,17.0,58.0,7,6,20,21,162.0
401,22200201,1610612738,Celtics,BOS,Boston,240.000000:00,23.0,11.0,24.0,64.0,16.0,13.0,17.0,58.0,7,6,20,21,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,16.0,13.0,17.0,58.0,23.0,11.0,24.0,64.0,6,7,21,20,163.0
402,22200202,1610612756,Suns,PHX,Phoenix,240:00,20.0,23.0,8.0,42.0,22.0,20.0,11.0,44.0,4,4,22,10,1610612748,Heat,MIA,Miami,240:00,22.0,20.0,11.0,44.0,20.0,23.0,8.0,42.0,4,4,10,22,164.0
403,22200202,1610612748,Heat,MIA,Miami,240:00,22.0,20.0,11.0,44.0,20.0,23.0,8.0,42.0,4,4,10,22,1610612756,Suns,PHX,Phoenix,240:00,20.0,23.0,8.0,42.0,22.0,20.0,11.0,44.0,4,4,22,10,165.0
404,22200203,1610612746,Clippers,LAC,LA,240:00,18.0,12.0,16.0,46.0,17.0,13.0,11.0,48.0,4,3,23,22,1610612745,Rockets,HOU,Houston,240:00,17.0,13.0,11.0,48.0,18.0,12.0,16.0,46.0,3,4,22,23,166.0
405,22200203,1610612745,Rockets,HOU,Houston,240:00,17.0,13.0,11.0,48.0,18.0,12.0,16.0,46.0,3,4,22,23,1610612746,Clippers,LAC,LA,240:00,18.0,12.0,16.0,46.0,17.0,13.0,11.0,48.0,4,3,23,22,167.0
406,22200204,1610612749,Bucks,MIL,Milwaukee,240:00,10.0,16.0,19.0,48.0,20.0,20.0,15.0,56.0,3,4,26,23,1610612737,Hawks,ATL,Atlanta,240:00,20.0,20.0,15.0,56.0,10.0,16.0,19.0,48.0,4,3,23,26,168.0
407,22200204,1610612737,Hawks,ATL,Atlanta,240:00,20.0,20.0,15.0,56.0,10.0,16.0,19.0,48.0,4,3,23,26,1610612749,Bucks,MIL,Milwaukee,240:00,10.0,16.0,19.0,48.0,20.0,20.0,15.0,56.0,3,4,26,23,169.0
408,22200205,1610612759,Spurs,SAS,San Antonio,240:00,15.0,28.0,4.0,38.0,27.0,8.0,19.0,44.0,6,3,17,17,1610612744,Warriors,GSW,Golden State,240:00,27.0,8.0,19.0,44.0,15.0,28.0,4.0,38.0,3,6,17,17,170.0
409,22200205,1610612744,Warriors,GSW,Golden State,240:00,27.0,8.0,19.0,44.0,15.0,28.0,4.0,38.0,3,6,17,17,1610612759,Spurs,SAS,San Antonio,240:00,15.0,28.0,4.0,38.0,27.0,8.0,19.0,44.0,6,3,17,17,171.0
410,22200206,1610612740,Pelicans,NOP,New Orleans,240:00,14.0,15.0,11.0,44.0,11.0,18.0,12.0,54.0,8,8,20,17,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,18.0,12.0,54.0,14.0,15.0,11.0,44.0,8,8,17,20,172.0
411,22200206,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,18.0,12.0,54.0,14.0,15.0,11.0,44.0,8,8,17,20,1610612740,Pelicans,NOP,New Orleans,240:00,14.0,15.0,11.0,44.0,11.0,18.0,12.0,54.0,8,8,20,17,173.0
412,22200207,1610612746,Clippers,LAC,LA,240:00,14.0,0.0,15.0,24.0,28.0,10.0,4.0,32.0,2,1,27,20,1610612742,Mavericks,DAL,Dallas,240:00,28.0,10.0,4.0,32.0,14.0,0.0,15.0,24.0,1,2,20,27,174.0
413,22200207,1610612742,Mavericks,DAL,Dallas,240:00,28.0,10.0,4.0,32.0,14.0,0.0,15.0,24.0,1,2,20,27,1610612746,Clippers,LAC,LA,240:00,14.0,0.0,15.0,24.0,28.0,10.0,4.0,32.0,2,1,27,20,175.0
414,22200208,1610612762,Jazz,UTA,Utah,240:00,10.0,15.0,22.0,40.0,24.0,19.0,21.0,60.0,5,3,22,25,1610612752,Knicks,NYK,New York,240:00,24.0,19.0,21.0,60.0,10.0,15.0,22.0,40.0,3,5,25,22,176.0
415,22200208,1610612752,Knicks,NYK,New York,240:00,24.0,19.0,21.0,60.0,10.0,15.0,22.0,40.0,3,5,25,22,1610612762,Jazz,UTA,Utah,240:00,10.0,15.0,22.0,40.0,24.0,19.0,21.0,60.0,5,3,22,25,177.0
416,22200209,1610612759,Spurs,SAS,San Antonio,240:00,31.0,16.0,12.0,68.0,25.0,11.0,11.0,48.0,5,3,25,17,1610612757,Trail Blazers,POR,Portland,240:00,25.0,11.0,11.0,48.0,31.0,16.0,12.0,68.0,3,5,17,25,178.0
417,22200209,1610612757,Trail Blazers,POR,Portland,240:00,25.0,11.0,11.0,48.0,31.0,16.0,12.0,68.0,3,5,17,25,1610612759,Spurs,SAS,San Antonio,240:00,31.0,16.0,12.0,68.0,25.0,11.0,11.0,48.0,5,3,25,17,179.0
418,22200210,1610612758,Kings,SAC,Sacramento,240.000000:00,25.0,11.0,26.0,66.0,16.0,1.0,10.0,44.0,4,3,24,18,1610612751,Nets,BKN,Brooklyn,240.000000:00,16.0,1.0,10.0,44.0,25.0,11.0,26.0,66.0,3,4,18,24,180.0
419,22200210,1610612751,Nets,BKN,Brooklyn,240.000000:00,16.0,1.0,10.0,44.0,25.0,11.0,26.0,66.0,3,4,18,24,1610612758,Kings,SAC,Sacramento,240.000000:00,25.0,11.0,26.0,66.0,16.0,1.0,10.0,44.0,4,3,24,18,181.0
420,22200211,1610612754,Pacers,IND,Indiana,240:00,27.0,10.0,12.0,62.0,20.0,19.0,12.0,56.0,9,4,18,23,1610612766,Hornets,CHA,Charlotte,240:00,20.0,19.0,12.0,56.0,27.0,10.0,12.0,62.0,4,9,23,18,182.0
421,22200211,1610612766,Hornets,CHA,Charlotte,240:00,20.0,19.0,12.0,56.0,27.0,10.0,12.0,62.0,4,9,23,18,1610612754,Pacers,IND,Indiana,240:00,27.0,10.0,12.0,62.0,20.0,19.0,12.0,56.0,9,4,18,23,183.0
422,22200212,1610612753,Magic,ORL,Orlando,240:00,14.0,20.0,9.0,56.0,22.0,11.0,30.0,58.0,5,6,26,15,1610612750,Timberwolves,MIN,Minnesota,240:00,22.0,11.0,30.0,58.0,14.0,20.0,9.0,56.0,6,5,15,26,184.0
