,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B,Unnamed: 0.1
101,22200051,1610612743,Nuggets,DEN,Denver,240:00,11.0,15.0,13.0,60.0,11.0,18.0,26.0,62.0,1,6,28,15,1610612757,Trail Blazers,POR,Portland,240:00,11.0,18.0,26.0,62.0,11.0,15.0,13.0,60.0,6,1,15,28,
102,22200052,1610612764,Wizards,WAS,Washington,240:00,15.0,19.0,18.0,54.0,12.0,18.0,7.0,44.0,7,1,21,26,1610612765,Pistons,DET,Detroit,240:00,12.0,18.0,7.0,44.0,15.0,19.0,18.0,54.0,1,7,26,21,
103,22200052,1610612765,Pistons,DET,Detroit,240:00,12.0,18.0,7.0,44.0,15.0,19.0,18.0,54.0,1,7,26,21,1610612764,Wizards,WAS,Washington,240:00,15.0,19.0,18.0,54.0,12.0,18.0,7.0,44.0,7,1,21,26,
104,22200053,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,10.0,11.0,56.0,20.0,14.0,6.0,54.0,3,5,21,16,1610612742,Mavericks,DAL,Dallas,240:00,20.0,14.0,6.0,54.0,18.0,10.0,11.0,56.0,5,3,16,21,
105,22200053,1610612742,Mavericks,DAL,Dallas,240:00,20.0,14.0,6.0,54.0,18.0,10.0,11.0,56.0,5,3,16,21,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,10.0,11.0,56.0,20.0,14.0,6.0,54.0,3,5,21,16,
106,22200054,1610612760,Thunder,OKC,Oklahoma City,240:00,23.0,26.0,17.0,62.0,3.0,12.0,9.0,48.0,8,14,13,18,1610612746,Clippers,LAC,LA,240:00,3.0,12.0,9.0,48.0,23.0,26.0,17.0,62.0,14,8,18,13,
107,22200054,1610612746,Clippers,LAC,LA,240:00,3.0,12.0,9.0,48.0,23.0,26.0,17.0,62.0,14,8,18,13,1610612760,Thunder,OKC,Oklahoma City,240:00,23.0,26.0,17.0,62.0,3.0,12.0,9.0,48.0,8,14,13,18,
108,22200055,1610612756,Suns,PHX,Phoenix,240:00,20.0,17.0,11.0,62.0,17.0,17.0,14.0,48.0,4,7,19,28,1610612744,Warriors,GSW,Golden State,240:00,17.0,17.0,14.0,48.0,20.0,17.0,11.0,62.0,7,4,28,19,
109,22200055,1610612744,Warriors,GSW,Golden State,240:00,17.0,17.0,14.0,48.0,20.0,17.0,11.0,62.0,7,4,28,19,1610612756,Suns,PHX,Phoenix,240:00,20.0,17.0,11.0,62.0,17.0,17.0,14.0,48.0,4,7,19,28,
110,22200056,1610612753,Magic,ORL,Orlando,240:00,14.0,9.0,6.0,54.0,19.0,19.0,4.0,46.0,6,3,29,22,1610612739,Cavaliers,CLE,Cleveland,240:00,19.0,19.0,4.0,46.0,14.0,9.0,6.0,54.0,3,6,22,29,
111,22200056,1610612739,Cavaliers,CLE,Cleveland,240:00,19.0,19.0,4.0,46.0,14.0,9.0,6.0,54.0,3,6,22,29,1610612753,Magic,ORL,Orlando,240:00,14.0,9.0,6.0,54.0,19.0,19.0,4.0,46.0,6,3,29,22,
112,22200057,1610612765,Pistons,DET,Detroit,240:00,14.0,15.0,8.0,42.0,12.0,9.0,11.0,56.0,6,12,25,20,1610612737,Hawks,ATL,Atlanta,240:00,12.0,9.0,11.0,56.0,14.0,15.0,8.0,42.0,12,6,20,25,
113,22200057,1610612737,Hawks,ATL,Atlanta,240:00,12.0,9.0,11.0,56.0,14.0,15.0,8.0,42.0,12,6,20,25,1610612765,Pistons,DET,Detroit,240:00,14.0,15.0,8.0,42.0,12.0,9.0,11.0,56.0,6,12,25,20,
114,22200058,1610612752,Knicks,NYK,New York,265:00,14.0,21.0,5.0,74.0,25.0,17.0,12.0,56.0,11,5,24,24,1610612766,Hornets,CHA,Charlotte,265:00,25.0,17.0,12.0,56.0,14.0,21.0,5.0,74.0,5,11,24,24,
115,22200058,1610612766,Hornets,CHA,Charlotte,265:00,25.0,17.0,12.0,56.0,14.0,21.0,5.0,74.0,5,11,24,24,1610612752,Knicks,NYK,New York,265:00,14.0,21.0,5.0,74.0,25.0,17.0,12.0,56.0,11,5,24,24,
116,22200059,1610612761,Raptors,TOR,Toronto,240:00,21.0,9.0,29.0,46.0,13.0,3.0,17.0,42.0,5,2,21,12,1610612755,76ers,PHI,Philadelphia,240:00,13.0,3.0,17.0,42.0,21.0,9.0,29.0,46.0,2,5,12,21,
117,22200059,1610612755,76ers,PHI,Philadelphia,240:00,13.0,3.0,17.0,42.0,21.0,9.0,29.0,46.0,2,5,12,21,1610612761,Raptors,TOR,Toronto,240:00,21.0,9.0,29.0,46.0,13.0,3.0,17.0,42.0,5,2,21,12,
118,22200060,1610612749,Bucks,MIL,Milwaukee,240:00,15.0,13.0,7.0,48.0,14.0,11.0,20.0,42.0,12,6,22,24,1610612751,Nets,BKN,Brooklyn,240:00,14.0,11.0,20.0,42.0,15.0,13.0,7.0,48.0,6,12,24,22,
119,22200060,1610612751,Nets,BKN,Brooklyn,240:00,14.0,11.0,20.0,42.0,15.0,13.0,7.0,48.0,6,12,24,22,1610612749,Bucks,MIL,Milwaukee,240:00,15.0,13.0,7.0,48.0,14.0,11.0,20.0,42.0,12,6,22,24,
120,22200061,1610612754,Pacers,IND,Indiana,240:00,18.0,4.0,23.0,36.0,22.0,8.0,17.0,46.0,12,5,18,25,1610612741,Bulls,CHI,Chicago,240:00,22.0,8.0,17.0,46.0,18.0,4.0,23.0,36.0,5,12,25,18,
121,22200061,1610612741,Bulls,CHI,Chicago,240:00,22.0,8.0,17.0,46.0,18.0,4.0,23.0,36.0,5,12,25,18,1610612754,Pacers,IND,Indiana,240:00,18.0,4.0,23.0,36.0,22.0,8.0,17.0,46.0,12,5,18,25,
122,22200062,1610612759,Spurs,SAS,San Antonio,240:00,20.0,15.0,6.0,48.0,22.0,0.0,8.0,54.0,2,6,18,19,1610612750,Timberwolves,MIN,Minnesota,240:00,22.0,0.0,8.0,54.0,20.0,15.0,6.0,48.0,6,2,19,18,
123,22200062,1610612750,Timberwolves,MIN,Minnesota,240:00,22.0,0.0,8.0,54.0,20.0,15.0,6.0,48.0,6,2,19,18,1610612759,Spurs,SAS,San Antonio,240:00,20.0,15.0,6.0,48.0,22.0,0.0,8.0,54.0,2,6,18,19,
124,22200063,1610612762,Jazz,UTA,Utah,240:00,20.0,12.0,25.0,50.0,13.0,18.0,8.0,48.0,5,2,28,30,1610612745,Rockets,HOU,Houston,240:00,13.0,18.0,8.0,48.0,20.0,12.0,25.0,50.0,2,5,30,28,
125,22200063,1610612745,Rockets,HOU,Houston,240:00,13.0,18.0,8.0,48.0,20.0,12.0,25.0,50.0,2,5,30,28,1610612762,Jazz,UTA,Utah,240:00,20.0,12.0,25.0,50.0,13.0,18.0,8.0,48.0,5,2,28,30,
126,22200064,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,8.0,18.0,56.0,18.0,15.0,35.0,60.0,4,5,16,17,1610612743,Nuggets,DEN,Denver,240:00,18.0,15.0,35.0,60.0,14.0,8.0,18.0,56.0,5,4,17,16,
127,22200064,1610612743,Nuggets,DEN,Denver,240:00,18.0,15.0,35.0,60.0,14.0,8.0,18.0,56.0,5,4,17,16,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,8.0,18.0,56.0,18.0,15.0,35.0,60.0,4,5,16,17,
128,22200065,1610612757,Trail Blazers,POR,Portland,240:00,23.0,12.0,14.0,40.0,29.0,12.0,29.0,52.0,4,2,17,22,1610612748,Heat,MIA,Miami,240:00,29.0,12.0,29.0,52.0,23.0,12.0,14.0,40.0,2,4,22,17,
129,22200065,1610612748,Heat,MIA,Miami,240:00,29.0,12.0,29.0,52.0,23.0,12.0,14.0,40.0,2,4,22,17,1610612757,Trail Blazers,POR,Portland,240:00,23.0,12.0,14.0,40.0,29.0,12.0,29.0,52.0,4,2,17,22,
130,22200066,1610612742,Mavericks,DAL,Dallas,265:00,22.0,4.0,10.0,40.0,18.0,16.0,31.0,54.0,4,6,23,28,1610612751,Nets,BKN,Brooklyn,265:00,18.0,16.0,31.0,54.0,22.0,4.0,10.0,40.0,6,4,28,23,
131,22200066,1610612751,Nets,BKN,Brooklyn,265:00,18.0,16.0,31.0,54.0,22.0,4.0,10.0,40.0,6,4,28,23,1610612742,Mavericks,DAL,Dallas,265:00,22.0,4.0,10.0,40.0,18.0,16.0,31.0,54.0,4,6,23,28,
132,22200067,1610612760,Thunder,OKC,Oklahoma City,240:00,31.0,21.0,13.0,54.0,21.0,11.0,21.0,68.0,4,5,21,17,1610612746,Clippers,LAC,LA,240:00,21.0,11.0,21.0,68.0,31.0,21.0,13.0,54.0,5,4,17,21,
133,22200067,1610612746,Clippers,LAC,LA,240:00,21.0,11.0,21.0,68.0,31.0,21.0,13.0,54.0,5,4,17,21,1610612760,Thunder,OKC,Oklahoma City,240:00,31.0,21.0,13.0,54.0,21.0,11.0,21.0,68.0,4,5,21,17,
134,22200068,1610612748,Heat,MIA,Miami,240:00,15.0,8.0,19.0,34.0,18.0,27.0,12.0,48.0,5,2,15,13,1610612744,Warriors,GSW,Golden State,240:00,18.0,27.0,12.0,48.0,15.0,8.0,19.0,34.0,2,5,13,15,
135,22200068,1610612744,Warriors,GSW,Golden State,240:00,18.0,27.0,12.0,48.0,15.0,8.0,19.0,34.0,2,5,13,15,1610612748,Heat,MIA,Miami,240:00,15.0,8.0,19.0,34.0,18.0,27.0,12.0,48.0,5,2,15,13,
136,22200069,1610612758,Kings,SAC,Sacramento,240:00,20.0,15.0,14.0,54.0,19.0,12.0,12.0,66.0,2,3,20,18,1610612763,Grizzlies,MEM,Memphis,240:00,19.0,12.0,12.0,66.0,20.0,15.0,14.0,54.0,3,2,18,20,
137,22200069,1610612763,Grizzlies,MEM,Memphis,240:00,19.0,12.0,12.0,66.0,20.0,15.0,14.0,54.0,3,2,18,20,1610612758,Kings,SAC,Sacramento,240:00,20.0,15.0,14.0,54.0,19.0,12.0,12.0,66.0,2,3,20,18,
138,22200070,1610612765,Pistons,DET,Detroit,240:00,10.0,17.0,6.0,54.0,11.0,18.0,8.0,70.0,4,8,22,26,1610612737,Hawks,ATL,Atlanta,240:00,11.0,18.0,8.0,70.0,10.0,17.0,6.0,54.0,8,4,26,22,
139,22200070,1610612737,Hawks,ATL,Atlanta,240:00,11.0,18.0,8.0,70.0,10.0,17.0,6.0,54.0,8,4,26,22,1610612765,Pistons,DET,Detroit,240:00,10.0,17.0,6.0,54.0,11.0,18.0,8.0,70.0,4,8,22,26,
140,22200071,1610612753,Magic,ORL,Orlando,240:00,16.0,3.0,8.0,56.0,11.0,15.0,14.0,38.0,5,4,22,18,1610612766,Hornets,CHA,Charlotte,240:00,11.0,15.0,14.0,38.0,16.0,3.0,8.0,56.0,4,5,18,22,
141,22200071,1610612766,Hornets,CHA,Charlotte,240:00,11.0,15.0,14.0,38.0,16.0,3.0,8.0,56.0,4,5,18,22,1610612753,Magic,ORL,Orlando,240:00,16.0,3.0,8.0,56.0,11.0,15.0,14.0,38.0,5,4,22,18,
142,22200072,1610612739,Cavaliers,CLE,Cleveland,265:00,24.0,14.0,12.0,48.0,13.0,9.0,15.0,54.0,2,2,28,27,1610612738,Celtics,BOS,Boston,265:00,13.0,9.0,15.0,54.0,24.0,14.0,12.0,48.0,2,2,27,28,
143,22200072,1610612738,Celtics,BOS,Boston,265:00,13.0,9.0,15.0,54.0,24.0,14.0,12.0,48.0,2,2,27,28,1610612739,Cavaliers,CLE,Cleveland,265:00,24.0,14.0,12.0,48.0,13.0,9.0,15.0,54.0,2,2,28,27,
144,22200073,1610612761,Raptors,TOR,Toronto,240:00,14.0,15.0,16.0,38.0,25.0,11.0,15.0,44.0,5,6,15,20,1610612755,76ers,PHI,Philadelphia,240:00,25.0,11.0,15.0,44.0,14.0,15.0,16.0,38.0,6,5,20,15,
145,22200073,1610612755,76ers,PHI,Philadelphia,240:00,25.0,11.0,15.0,44.0,14.0,15.0,16.0,38.0,6,5,20,15,1610612761,Raptors,TOR,Toronto,240:00,14.0,15.0,16.0,38.0,25.0,11.0,15.0,44.0,5,6,15,20,
146,22200074,1610612764,Wizards,WAS,Washington,240:00,19.0,13.0,5.0,38.0,19.0,17.0,12.0,38.0,3,7,23,19,1610612754,Pacers,IND,Indiana,240:00,19.0,17.0,12.0,38.0,19.0,13.0,5.0,38.0,7,3,19,23,
147,22200074,1610612754,Pacers,IND,Indiana,240:00,19.0,17.0,12.0,38.0,19.0,13.0,5.0,38.0,7,3,19,23,1610612764,Wizards,WAS,Washington,240:00,19.0,13.0,5.0,38.0,19.0,17.0,12.0,38.0,3,7,23,19,
148,22200075,1610612752,Knicks,NYK,New York,240:00,2.0,17.0,13.0,46.0,17.0,20.0,22.0,50.0,5,8,19,23,1610612749,Bucks,MIL,Milwaukee,240:00,17.0,20.0,22.0,50.0,2.0,17.0,13.0,46.0,8,5,23,19,
149,22200075,1610612749,Bucks,MIL,Milwaukee,240:00,17.0,20.0,22.0,50.0,2.0,17.0,13.0,46.0,8,5,23,19,1610612752,Knicks,NYK,New York,240:00,2.0,17.0,13.0,46.0,17.0,20.0,22.0,50.0,5,8,19,23,
150,22200076,1610612750,Timberwolves,MIN,Minnesota,240:00,25.0,8.0,22.0,46.0,9.0,12.0,16.0,56.0,8,5,21,21,1610612747,Lakers,LAL,Los Angeles,240:00,9.0,12.0,16.0,56.0,25.0,8.0,22.0,46.0,5,8,21,21,
151,22200076,1610612747,Lakers,LAL,Los Angeles,240:00,9.0,12.0,16.0,56.0,25.0,8.0,22.0,46.0,5,8,21,21,1610612750,Timberwolves,MIN,Minnesota,240:00,25.0,8.0,22.0,46.0,9.0,12.0,16.0,56.0,8,5,21,21,
152,22200077,1610612759,Spurs,SAS,San Antonio,240:00,10.0,12.0,10.0,58.0,30.0,22.0,25.0,52.0,3,3,17,19,1610612741,Bulls,CHI,Chicago,240:00,30.0,22.0,25.0,52.0,10.0,12.0,10.0,58.0,3,3,19,17,
153,22200077,1610612741,Bulls,CHI,Chicago,240:00,30.0,22.0,25.0,52.0,10.0,12.0,10.0,58.0,3,3,19,17,1610612759,Spurs,SAS,San Antonio,240:00,10.0,12.0,10.0,58.0,30.0,22.0,25.0,52.0,3,3,17,19,
154,22200078,1610612762,Jazz,UTA,Utah,240:00,16.0,9.0,20.0,54.0,7.0,19.0,24.0,34.0,8,4,30,18,1610612743,Nuggets,DEN,Denver,240:00,7.0,19.0,24.0,34.0,16.0,9.0,20.0,54.0,4,8,18,30,
155,22200078,1610612743,Nuggets,DEN,Denver,240:00,7.0,19.0,24.0,34.0,16.0,9.0,20.0,54.0,4,8,18,30,1610612762,Jazz,UTA,Utah,240:00,16.0,9.0,20.0,54.0,7.0,19.0,24.0,34.0,8,4,30,18,
156,22200079,1610612756,Suns,PHX,Phoenix,240:00,17.0,18.0,22.0,60.0,17.0,8.0,11.0,36.0,7,1,18,21,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,8.0,11.0,36.0,17.0,18.0,22.0,60.0,1,7,21,18,
157,22200079,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,8.0,11.0,36.0,17.0,18.0,22.0,60.0,1,7,21,18,1610612756,Suns,PHX,Phoenix,240:00,17.0,18.0,22.0,60.0,17.0,8.0,11.0,36.0,7,1,18,21,
158,22200080,1610612757,Trail Blazers,POR,Portland,240:00,21.0,18.0,18.0,64.0,13.0,15.0,21.0,48.0,6,6,19,18,1610612745,Rockets,HOU,Houston,240:00,13.0,15.0,21.0,48.0,21.0,18.0,18.0,64.0,6,6,18,19,
159,22200080,1610612745,Rockets,HOU,Houston,240:00,13.0,15.0,21.0,48.0,21.0,18.0,18.0,64.0,6,6,18,19,1610612757,Trail Blazers,POR,Portland,240:00,21.0,18.0,18.0,64.0,13.0,15.0,21.0,48.0,6,6,19,18,
160,22200081,1610612758,Kings,SAC,Sacramento,240:00,14.0,10.0,17.0,52.0,28.0,19.0,8.0,46.0,6,3,29,25,1610612748,Heat,MIA,Miami,240:00,28.0,19.0,8.0,46.0,14.0,10.0,17.0,52.0,3,6,25,29,
161,22200081,1610612748,Heat,MIA,Miami,240:00,28.0,19.0,8.0,46.0,14.0,10.0,17.0,52.0,3,6,25,29,1610612758,Kings,SAC,Sacramento,240:00,14.0,10.0,17.0,52.0,28.0,19.0,8.0,46.0,6,3,29,25,
162,22200082,1610612744,Warriors,GSW,Golden State,265:00,13.0,18.0,6.0,48.0,9.0,23.0,4.0,54.0,6,2,31,14,1610612766,Hornets,CHA,Charlotte,265:00,9.0,23.0,4.0,54.0,13.0,18.0,6.0,48.0,2,6,14,31,
163,22200082,1610612766,Hornets,CHA,Charlotte,265:00,9.0,23.0,4.0,54.0,13.0,18.0,6.0,48.0,2,6,14,31,1610612744,Warriors,GSW,Golden State,265:00,13.0,18.0,6.0,48.0,9.0,23.0,4.0,54.0,6,2,31,14,
164,22200083,1610612754,Pacers,IND,Indiana,240:00,11.0,14.0,19.0,34.0,14.0,3.0,9.0,40.0,1,9,25,20,1610612751,Nets,BKN,Brooklyn,240:00,14.0,3.0,9.0,40.0,11.0,14.0,19.0,34.0,9,1,20,25,
165,22200083,1610612751,Nets,BKN,Brooklyn,240:00,14.0,3.0,9.0,40.0,11.0,14.0,19.0,34.0,9,1,20,25,1610612754,Pacers,IND,Indiana,240:00,11.0,14.0,19.0,34.0,14.0,3.0,9.0,40.0,1,9,25,20,
166,22200084,1610612755,76ers,PHI,Philadelphia,240:00,24.0,8.0,11.0,42.0,29.0,9.0,4.0,38.0,6,3,22,20,1610612741,Bulls,CHI,Chicago,240:00,29.0,9.0,4.0,38.0,24.0,8.0,11.0,42.0,3,6,20,22,
167,22200084,1610612741,Bulls,CHI,Chicago,240:00,29.0,9.0,4.0,38.0,24.0,8.0,11.0,42.0,3,6,20,22,1610612755,76ers,PHI,Philadelphia,240:00,24.0,8.0,11.0,42.0,29.0,9.0,4.0,38.0,6,3,22,20,
168,22200085,1610612749,Bucks,MIL,Milwaukee,240:00,9.0,20.0,5.0,44.0,16.0,15.0,14.0,46.0,5,2,18,23,1610612737,Hawks,ATL,Atlanta,240:00,16.0,15.0,14.0,46.0,9.0,20.0,5.0,44.0,2,5,23,18,
169,22200085,1610612737,Hawks,ATL,Atlanta,240:00,16.0,15.0,14.0,46.0,9.0,20.0,5.0,44.0,2,5,23,18,1610612749,Bucks,MIL,Milwaukee,240:00,9.0,20.0,5.0,44.0,16.0,15.0,14.0,46.0,5,2,18,23,
170,22200086,1610612760,Thunder,OKC,Oklahoma City,265:00,17.0,8.0,18.0,70.0,13.0,11.0,9.0,54.0,6,5,29,30,1610612742,Mavericks,DAL,Dallas,265:00,13.0,11.0,9.0,54.0,17.0,8.0,18.0,70.0,5,6,30,29,
171,22200086,1610612742,Mavericks,DAL,Dallas,265:00,13.0,11.0,9.0,54.0,17.0,8.0,18.0,70.0,5,6,30,29,1610612760,Thunder,OKC,Oklahoma City,265:00,17.0,8.0,18.0,70.0,13.0,11.0,9.0,54.0,6,5,29,30,
172,22200087,1610612762,Jazz,UTA,Utah,240:00,31.0,11.0,19.0,52.0,31.0,11.0,26.0,72.0,6,5,17,26,1610612763,Grizzlies,MEM,Memphis,240:00,31.0,11.0,26.0,72.0,31.0,11.0,19.0,52.0,5,6,26,17,
173,22200087,1610612763,Grizzlies,MEM,Memphis,240:00,31.0,11.0,26.0,72.0,31.0,11.0,19.0,52.0,5,6,26,17,1610612762,Jazz,UTA,Utah,240:00,31.0,11.0,19.0,52.0,31.0,11.0,26.0,72.0,6,5,17,26,
174,22200088,1610612740,Pelicans,NOP,New Orleans,240:00,16.0,14.0,21.0,54.0,21.0,16.0,12.0,34.0,1,6,15,15,1610612746,Clippers,LAC,LA,240:00,21.0,16.0,12.0,34.0,16.0,14.0,21.0,54.0,6,1,15,15,
175,22200088,1610612746,Clippers,LAC,LA,240:00,21.0,16.0,12.0,34.0,16.0,14.0,21.0,54.0,6,1,15,15,1610612740,Pelicans,NOP,New Orleans,240:00,16.0,14.0,21.0,54.0,21.0,16.0,12.0,34.0,1,6,15,15,
176,22200089,1610612764,Wizards,WAS,Washington,240:00,17.0,11.0,10.0,48.0,12.0,4.0,7.0,28.0,6,5,20,15,1610612738,Celtics,BOS,Boston,240:00,12.0,4.0,7.0,28.0,17.0,11.0,10.0,48.0,5,6,15,20,
177,22200089,1610612738,Celtics,BOS,Boston,240:00,12.0,4.0,7.0,28.0,17.0,11.0,10.0,48.0,5,6,15,20,1610612764,Wizards,WAS,Washington,240:00,17.0,11.0,10.0,48.0,12.0,4.0,7.0,28.0,6,5,20,15,
178,22200090,1610612752,Knicks,NYK,New York,240:00,18.0,11.0,28.0,64.0,18.0,7.0,14.0,32.0,2,5,25,22,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,7.0,14.0,32.0,18.0,11.0,28.0,64.0,5,2,22,25,
179,22200090,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,7.0,14.0,32.0,18.0,11.0,28.0,64.0,5,2,22,25,1610612752,Knicks,NYK,New York,240:00,18.0,11.0,28.0,64.0,18.0,7.0,14.0,32.0,2,5,25,22,
180,22200091,1610612744,Warriors,GSW,Golden State,240:00,15.0,11.0,6.0,44.0,16.0,20.0,13.0,34.0,4,3,24,25,1610612765,Pistons,DET,Detroit,240:00,16.0,20.0,13.0,34.0,15.0,11.0,6.0,44.0,3,4,25,24,
181,22200091,1610612765,Pistons,DET,Detroit,240:00,16.0,20.0,13.0,34.0,15.0,11.0,6.0,44.0,3,4,25,24,1610612744,Warriors,GSW,Golden State,240:00,15.0,11.0,6.0,44.0,16.0,20.0,13.0,34.0,4,3,24,25,
182,22200092,1610612759,Spurs,SAS,San Antonio,240:00,10.0,20.0,16.0,34.0,12.0,18.0,17.0,64.0,7,7,21,23,1610612750,Timberwolves,MIN,Minnesota,240:00,12.0,18.0,17.0,64.0,10.0,20.0,16.0,34.0,7,7,23,21,
183,22200092,1610612750,Timberwolves,MIN,Minnesota,240:00,12.0,18.0,17.0,64.0,10.0,20.0,16.0,34.0,7,7,23,21,1610612759,Spurs,SAS,San Antonio,240:00,10.0,20.0,16.0,34.0,12.0,18.0,17.0,64.0,7,7,21,23,
184,22200093,1610612753,Magic,ORL,Orlando,240:00,4.0,20.0,8.0,44.0,13.0,7.0,12.0,54.0,5,1,23,22,1610612742,Mavericks,DAL,Dallas,240:00,13.0,7.0,12.0,54.0,4.0,20.0,8.0,44.0,1,5,22,23,
185,22200093,1610612742,Mavericks,DAL,Dallas,240:00,13.0,7.0,12.0,54.0,4.0,20.0,8.0,44.0,1,5,22,23,1610612753,Magic,ORL,Orlando,240:00,4.0,20.0,8.0,44.0,13.0,7.0,12.0,54.0,5,1,23,22,
186,22200094,1610612756,Suns,PHX,Phoenix,240:00,24.0,11.0,19.0,52.0,21.0,30.0,11.0,54.0,8,1,22,25,1610612745,Rockets,HOU,Houston,240:00,21.0,30.0,11.0,54.0,24.0,11.0,19.0,52.0,1,8,25,22,
187,22200094,1610612745,Rockets,HOU,Houston,240:00,21.0,30.0,11.0,54.0,24.0,11.0,19.0,52.0,1,8,25,22,1610612756,Suns,PHX,Phoenix,240:00,24.0,11.0,19.0,52.0,21.0,30.0,11.0,54.0,8,1,22,25,
188,22200095,1610612747,Lakers,LAL,Los Angeles,240:00,11.0,25.0,14.0,48.0,6.0,18.0,9.0,44.0,5,8,17,15,1610612743,Nuggets,DEN,Denver,240:00,6.0,18.0,9.0,44.0,11.0,25.0,14.0,48.0,8,5,15,17,
189,22200095,1610612743,Nuggets,DEN,Denver,240:00,6.0,18.0,9.0,44.0,11.0,25.0,14.0,48.0,8,5,15,17,1610612747,Lakers,LAL,Los Angeles,240:00,11.0,25.0,14.0,48.0,6.0,18.0,9.0,44.0,5,8,17,15,
190,22200096,1610612758,Kings,SAC,Sacramento,240:00,25.0,22.0,10.0,34.0,25.0,11.0,8.0,54.0,4,6,19,26,1610612766,Hornets,CHA,Charlotte,240:00,25.0,11.0,8.0,54.0,25.0,22.0,10.0,34.0,6,4,26,19,
191,22200096,1610612766,Hornets,CHA,Charlotte,240:00,25.0,11.0,8.0,54.0,25.0,22.0,10.0,34.0,6,4,26,19,1610612758,Kings,SAC,Sacramento,240:00,25.0,22.0,10.0,34.0,25.0,11.0,8.0,54.0,4,6,19,26,
192,22200097,1610612764,Wizards,WAS,Washington,240:00,15.0,10.0,18.0,50.0,16.0,0.0,17.0,58.0,4,3,18,20,1610612755,76ers,PHI,Philadelphia,240:00,16.0,0.0,17.0,58.0,15.0,10.0,18.0,50.0,3,4,20,18,
193,22200097,1610612755,76ers,PHI,Philadelphia,240:00,16.0,0.0,17.0,58.0,15.0,10.0,18.0,50.0,3,4,20,18,1610612764,Wizards,WAS,Washington,240:00,15.0,10.0,18.0,50.0,16.0,0.0,17.0,58.0,4,3,18,20,
194,22200098,1610612754,Pacers,IND,Indiana,240:00,23.0,12.0,12.0,54.0,26.0,6.0,18.0,50.0,5,9,24,18,1610612751,Nets,BKN,Brooklyn,240:00,26.0,6.0,18.0,50.0,23.0,12.0,12.0,54.0,9,5,18,24,
195,22200098,1610612751,Nets,BKN,Brooklyn,240:00,26.0,6.0,18.0,50.0,23.0,12.0,12.0,54.0,9,5,18,24,1610612754,Pacers,IND,Indiana,240:00,23.0,12.0,12.0,54.0,26.0,6.0,18.0,50.0,5,9,24,18,
196,22200099,1610612761,Raptors,TOR,Toronto,240:00,24.0,13.0,43.0,58.0,7.0,16.0,10.0,46.0,9,4,22,27,1610612737,Hawks,ATL,Atlanta,240:00,7.0,16.0,10.0,46.0,24.0,13.0,43.0,58.0,4,9,27,22,
197,22200099,1610612737,Hawks,ATL,Atlanta,240:00,7.0,16.0,10.0,46.0,24.0,13.0,43.0,58.0,4,9,27,22,1610612761,Raptors,TOR,Toronto,240:00,24.0,13.0,43.0,58.0,7.0,16.0,10.0,46.0,9,4,22,27,
198,22200100,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,18.0,11.0,50.0,17.0,20.0,11.0,54.0,5,3,21,24,1610612765,Pistons,DET,Detroit,240:00,17.0,20.0,11.0,54.0,18.0,18.0,11.0,50.0,3,5,24,21,
199,22200100,1610612765,Pistons,DET,Detroit,240:00,17.0,20.0,11.0,54.0,18.0,18.0,11.0,50.0,3,5,24,21,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,18.0,11.0,50.0,17.0,20.0,11.0,54.0,5,3,21,24,
200,22200101,1610612762,Jazz,UTA,Utah,240:00,20.0,14.0,4.0,40.0,17.0,22.0,10.0,58.0,6,4,30,17,1610612763,Grizzlies,MEM,Memphis,240:00,17.0,22.0,10.0,58.0,20.0,14.0,4.0,40.0,4,6,17,30,
201,22200101,1610612763,Grizzlies,MEM,Memphis,240:00,17.0,22.0,10.0,58.0,20.0,14.0,4.0,40.0,4,6,17,30,1610612762,Jazz,UTA,Utah,240:00,20.0,14.0,4.0,40.0,17.0,22.0,10.0,58.0,6,4,30,17,
