,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
1,0021700619,1610612754,Pacers,IND,Indiana,240:00,0.518,0.141,0.142,0.125,0.476,0.224,0.125,0.235,1610612739,Cavaliers,CLE,Cleveland,240:00,0.476,0.224,0.125,0.176,0.518,0.141,0.142,0.208
2,0021700619,1610612739,Cavaliers,CLE,Cleveland,240:00,0.476,0.224,0.125,0.176,0.518,0.141,0.142,0.208,1610612754,Pacers,IND,Indiana,240:00,0.518,0.141,0.142,0.125,0.476,0.224,0.125,0.235
1,0021700623,1610612752,Knicks,NYK,New York,240:00,0.614,0.108,0.17,0.22,0.568,0.168,0.122,0.388,1610612750,Timberwolves,MIN,Minnesota,240:00,0.568,0.168,0.122,0.327,0.614,0.108,0.17,0.268
2,0021700623,1610612750,Timberwolves,MIN,Minnesota,240:00,0.568,0.168,0.122,0.327,0.614,0.108,0.17,0.268,1610612752,Knicks,NYK,New York,240:00,0.614,0.108,0.17,0.22,0.568,0.168,0.122,0.388
1,0021700620,1610612764,Wizards,WAS,Washington,240:00,0.589,0.2,0.118,0.311,0.588,0.388,0.164,0.3,1610612753,Magic,ORL,Orlando,240:00,0.588,0.388,0.164,0.3,0.589,0.2,0.118,0.356
2,0021700620,1610612753,Magic,ORL,Orlando,240:00,0.588,0.388,0.164,0.3,0.589,0.2,0.118,0.356,1610612764,Wizards,WAS,Washington,240:00,0.589,0.2,0.118,0.311,0.588,0.388,0.164,0.3
1,0021700625,1610612763,Grizzlies,MEM,Memphis,240:00,0.435,0.182,0.166,0.167,0.436,0.457,0.172,0.289,1610612743,Nuggets,DEN,Denver,240:00,0.436,0.457,0.172,0.267,0.435,0.182,0.166,0.208
2,0021700625,1610612743,Nuggets,DEN,Denver,240:00,0.436,0.457,0.172,0.267,0.435,0.182,0.166,0.208,1610612763,Grizzlies,MEM,Memphis,240:00,0.435,0.182,0.166,0.167,0.436,0.457,0.172,0.289
1,0021700617,1610612759,Spurs,SAS,San Antonio,240:00,0.461,0.197,0.217,0.149,0.489,0.161,0.165,0.259,1610612747,Lakers,LAL,Los Angeles,240:00,0.489,0.161,0.165,0.222,0.461,0.197,0.217,0.213
2,0021700617,1610612747,Lakers,LAL,Los Angeles,240:00,0.489,0.161,0.165,0.222,0.461,0.197,0.217,0.213,1610612759,Spurs,SAS,San Antonio,240:00,0.461,0.197,0.217,0.149,0.489,0.161,0.165,0.259
1,0021700614,1610612755,76ers,PHI,Philadelphia,240:00,0.53,0.22,0.179,0.067,0.556,0.213,0.172,0.286,1610612738,Celtics,BOS,Boston,240:00,0.556,0.213,0.172,0.224,0.53,0.22,0.179,0.156
2,0021700614,1610612738,Celtics,BOS,Boston,240:00,0.556,0.213,0.172,0.224,0.53,0.22,0.179,0.156,1610612755,76ers,PHI,Philadelphia,240:00,0.53,0.22,0.179,0.067,0.556,0.213,0.172,0.286
1,0021700615,1610612761,Raptors,TOR,Toronto,240:00,0.585,0.123,0.088,0.327,0.416,0.337,0.097,0.233,1610612739,Cavaliers,CLE,Cleveland,240:00,0.416,0.337,0.097,0.15,0.585,0.123,0.088,0.436
2,0021700615,1610612739,Cavaliers,CLE,Cleveland,240:00,0.416,0.337,0.097,0.15,0.585,0.123,0.088,0.436,1610612761,Raptors,TOR,Toronto,240:00,0.585,0.123,0.088,0.327,0.416,0.337,0.097,0.233
1,0021700616,1610612758,Kings,SAC,Sacramento,240:00,0.541,0.329,0.155,0.222,0.589,0.357,0.168,0.234,1610612746,Clippers,LAC,LA,240:00,0.589,0.357,0.168,0.17,0.541,0.329,0.155,0.244
2,0021700616,1610612746,Clippers,LAC,LA,240:00,0.589,0.357,0.168,0.17,0.541,0.329,0.155,0.244,1610612758,Kings,SAC,Sacramento,240:00,0.541,0.329,0.155,0.222,0.589,0.357,0.168,0.234
1,0021700603,1610612742,Mavericks,DAL,Dallas,240:00,0.56,0.337,0.08,0.067,0.571,0.357,0.106,0.191,1610612766,Hornets,CHA,Charlotte,240:00,0.571,0.357,0.106,0.085,0.56,0.337,0.08,0.089
2,0021700603,1610612766,Hornets,CHA,Charlotte,240:00,0.571,0.357,0.106,0.085,0.56,0.337,0.08,0.089,1610612742,Mavericks,DAL,Dallas,240:00,0.56,0.337,0.08,0.067,0.571,0.357,0.106,0.191
1,0021700605,1610612764,Wizards,WAS,Washington,240:00,0.59,0.218,0.231,0.225,0.527,0.141,0.13,0.275,1610612762,Jazz,UTA,Utah,240:00,0.527,0.141,0.13,0.216,0.59,0.218,0.231,0.3
2,0021700605,1610612762,Jazz,UTA,Utah,240:00,0.527,0.141,0.13,0.216,0.59,0.218,0.231,0.3,1610612764,Wizards,WAS,Washington,240:00,0.59,0.218,0.231,0.225,0.527,0.141,0.13,0.275
1,0021700606,1610612765,Pistons,DET,Detroit,240:00,0.57,0.129,0.13,0.229,0.446,0.203,0.203,0.063,1610612751,Nets,BKN,Brooklyn,240:00,0.446,0.203,0.203,0.042,0.57,0.129,0.13,0.292
2,0021700606,1610612751,Nets,BKN,Brooklyn,240:00,0.446,0.203,0.203,0.042,0.57,0.129,0.13,0.292,1610612765,Pistons,DET,Detroit,240:00,0.57,0.129,0.13,0.229,0.446,0.203,0.203,0.063
1,0021700607,1610612752,Knicks,NYK,New York,290:00,0.552,0.219,0.16,0.212,0.536,0.204,0.149,0.222,1610612741,Bulls,CHI,Chicago,290:00,0.536,0.204,0.149,0.185,0.552,0.219,0.16,0.25
2,0021700607,1610612741,Bulls,CHI,Chicago,290:00,0.536,0.204,0.149,0.185,0.552,0.219,0.16,0.25,1610612752,Knicks,NYK,New York,290:00,0.552,0.219,0.16,0.212,0.536,0.204,0.149,0.222
1,0021700609,1610612740,Pelicans,NOP,New Orleans,240:00,0.513,0.442,0.126,0.184,0.449,0.364,0.102,0.365,1610612763,Grizzlies,MEM,Memphis,240:00,0.449,0.364,0.102,0.269,0.513,0.442,0.126,0.245
2,0021700609,1610612763,Grizzlies,MEM,Memphis,240:00,0.449,0.364,0.102,0.269,0.513,0.442,0.126,0.245,1610612740,Pelicans,NOP,New Orleans,240:00,0.513,0.442,0.126,0.184,0.449,0.364,0.102,0.365
1,0021700610,1610612753,Magic,ORL,Orlando,240:00,0.478,0.2,0.1,0.157,0.573,0.305,0.172,0.317,1610612749,Bucks,MIL,Milwaukee,240:00,0.573,0.305,0.172,0.268,0.478,0.2,0.1,0.235
2,0021700610,1610612749,Bucks,MIL,Milwaukee,240:00,0.573,0.305,0.172,0.268,0.478,0.2,0.1,0.235,1610612753,Magic,ORL,Orlando,240:00,0.478,0.2,0.1,0.157,0.573,0.305,0.172,0.317
1,0021700608,1610612757,Trail Blazers,POR,Portland,240:00,0.536,0.386,0.133,0.125,0.51,0.25,0.121,0.367,1610612745,Rockets,HOU,Houston,240:00,0.51,0.25,0.121,0.283,0.536,0.386,0.133,0.271
2,0021700608,1610612745,Rockets,HOU,Houston,240:00,0.51,0.25,0.121,0.283,0.536,0.386,0.133,0.271,1610612757,Trail Blazers,POR,Portland,240:00,0.536,0.386,0.133,0.125,0.51,0.25,0.121,0.367
1,0021700612,1610612743,Nuggets,DEN,Denver,240:00,0.447,0.211,0.118,0.23,0.575,0.225,0.163,0.275,1610612737,Hawks,ATL,Atlanta,240:00,0.575,0.225,0.163,0.15,0.447,0.211,0.118,0.344
2,0021700612,1610612737,Hawks,ATL,Atlanta,240:00,0.575,0.225,0.163,0.15,0.447,0.211,0.118,0.344,1610612743,Nuggets,DEN,Denver,240:00,0.447,0.211,0.118,0.23,0.575,0.225,0.163,0.275
1,0021700613,1610612746,Clippers,LAC,LA,240:00,0.548,0.298,0.128,0.22,0.532,0.329,0.156,0.119,1610612744,Warriors,GSW,Golden State,240:00,0.532,0.329,0.156,0.095,0.548,0.298,0.128,0.4
2,0021700613,1610612744,Warriors,GSW,Golden State,240:00,0.532,0.329,0.156,0.095,0.548,0.298,0.128,0.4,1610612746,Clippers,LAC,LA,240:00,0.548,0.298,0.128,0.22,0.532,0.329,0.156,0.119
1,0021700604,1610612748,Heat,MIA,Miami,240:00,0.611,0.259,0.16,0.143,0.5,0.333,0.138,0.3,1610612754,Pacers,IND,Indiana,240:00,0.5,0.333,0.138,0.24,0.611,0.259,0.16,0.167
2,0021700604,1610612754,Pacers,IND,Indiana,240:00,0.5,0.333,0.138,0.24,0.611,0.259,0.16,0.167,1610612748,Heat,MIA,Miami,240:00,0.611,0.259,0.16,0.143,0.5,0.333,0.138,0.3
1,0021700611,1610612760,Thunder,OKC,Oklahoma City,240:00,0.438,0.3,0.191,0.189,0.531,0.338,0.165,0.326,1610612750,Timberwolves,MIN,Minnesota,240:00,0.531,0.338,0.165,0.239,0.438,0.3,0.191,0.302
2,0021700611,1610612750,Timberwolves,MIN,Minnesota,240:00,0.531,0.338,0.165,0.239,0.438,0.3,0.191,0.302,1610612760,Thunder,OKC,Oklahoma City,240:00,0.438,0.3,0.191,0.189,0.531,0.338,0.165,0.326
1,0021700599,1610612761,Raptors,TOR,Toronto,240:00,0.428,0.167,0.053,0.123,0.423,0.103,0.147,0.407,1610612748,Heat,MIA,Miami,240:00,0.423,0.103,0.147,0.339,0.428,0.167,0.053,0.193
2,0021700599,1610612748,Heat,MIA,Miami,240:00,0.423,0.103,0.147,0.339,0.428,0.167,0.053,0.193,1610612761,Raptors,TOR,Toronto,240:00,0.428,0.167,0.053,0.123,0.423,0.103,0.147,0.407
1,0021700601,1610612753,Magic,ORL,Orlando,240:00,0.525,0.278,0.14,0.2,0.572,0.265,0.044,0.163,1610612742,Mavericks,DAL,Dallas,240:00,0.572,0.265,0.044,0.116,0.525,0.278,0.14,0.244
2,0021700601,1610612742,Mavericks,DAL,Dallas,240:00,0.572,0.265,0.044,0.116,0.525,0.278,0.14,0.244,1610612753,Magic,ORL,Orlando,240:00,0.525,0.278,0.14,0.2,0.572,0.265,0.044,0.163
1,0021700602,1610612758,Kings,SAC,Sacramento,240:00,0.391,0.31,0.153,0.161,0.558,0.273,0.252,0.277,1610612747,Lakers,LAL,Los Angeles,240:00,0.558,0.273,0.252,0.191,0.391,0.31,0.153,0.242
2,0021700602,1610612747,Lakers,LAL,Los Angeles,240:00,0.558,0.273,0.252,0.191,0.391,0.31,0.153,0.242,1610612758,Kings,SAC,Sacramento,240:00,0.391,0.31,0.153,0.161,0.558,0.273,0.252,0.277
1,0021700600,1610612757,Trail Blazers,POR,Portland,240:00,0.593,0.321,0.159,0.195,0.518,0.31,0.142,0.3,1610612760,Thunder,OKC,Oklahoma City,240:00,0.518,0.31,0.142,0.22,0.593,0.321,0.159,0.317
2,0021700600,1610612760,Thunder,OKC,Oklahoma City,240:00,0.518,0.31,0.142,0.22,0.593,0.321,0.159,0.317,1610612757,Trail Blazers,POR,Portland,240:00,0.593,0.321,0.159,0.195,0.518,0.31,0.142,0.3
1,0021700596,1610612759,Spurs,SAS,San Antonio,240:00,0.55,0.144,0.102,0.167,0.537,0.195,0.182,0.295,1610612758,Kings,SAC,Sacramento,240:00,0.537,0.195,0.182,0.182,0.55,0.144,0.102,0.208
2,0021700596,1610612758,Kings,SAC,Sacramento,240:00,0.537,0.195,0.182,0.182,0.55,0.144,0.102,0.208,1610612759,Spurs,SAS,San Antonio,240:00,0.55,0.144,0.102,0.167,0.537,0.195,0.182,0.295
1,0021700597,1610612744,Warriors,GSW,Golden State,240:00,0.641,0.247,0.16,0.25,0.537,0.168,0.11,0.353,1610612743,Nuggets,DEN,Denver,240:00,0.537,0.168,0.11,0.255,0.641,0.247,0.16,0.35
2,0021700597,1610612743,Nuggets,DEN,Denver,240:00,0.537,0.168,0.11,0.255,0.641,0.247,0.16,0.35,1610612744,Warriors,GSW,Golden State,240:00,0.641,0.247,0.16,0.25,0.537,0.168,0.11,0.353
1,0021700593,1610612745,Rockets,HOU,Houston,240:00,0.57,0.279,0.166,0.22,0.535,0.209,0.125,0.167,1610612741,Bulls,CHI,Chicago,240:00,0.535,0.209,0.125,0.063,0.57,0.279,0.166,0.3
2,0021700593,1610612741,Bulls,CHI,Chicago,240:00,0.535,0.209,0.125,0.063,0.57,0.279,0.166,0.3,1610612745,Rockets,HOU,Houston,240:00,0.57,0.279,0.166,0.22,0.535,0.209,0.125,0.167
1,0021700595,1610612740,Pelicans,NOP,New Orleans,240:00,0.598,0.256,0.171,0.237,0.484,0.237,0.117,0.302,1610612765,Pistons,DET,Detroit,240:00,0.484,0.237,0.117,0.226,0.598,0.256,0.171,0.263
2,0021700595,1610612765,Pistons,DET,Detroit,240:00,0.484,0.237,0.117,0.226,0.598,0.256,0.171,0.263,1610612740,Pelicans,NOP,New Orleans,240:00,0.598,0.256,0.171,0.237,0.484,0.237,0.117,0.302
1,0021700592,1610612761,Raptors,TOR,Toronto,265:00,0.475,0.228,0.127,0.133,0.45,0.28,0.136,0.254,1610612751,Nets,BKN,Brooklyn,265:00,0.45,0.28,0.136,0.175,0.475,0.228,0.127,0.2
2,0021700592,1610612751,Nets,BKN,Brooklyn,265:00,0.45,0.28,0.136,0.175,0.475,0.228,0.127,0.2,1610612761,Raptors,TOR,Toronto,265:00,0.475,0.228,0.127,0.133,0.45,0.28,0.136,0.254
1,0021700598,1610612746,Clippers,LAC,LA,240:00,0.5,0.4,0.165,0.264,0.448,0.302,0.135,0.393,1610612737,Hawks,ATL,Atlanta,240:00,0.448,0.302,0.135,0.311,0.5,0.4,0.165,0.302
2,0021700598,1610612737,Hawks,ATL,Atlanta,240:00,0.448,0.302,0.135,0.311,0.5,0.4,0.165,0.302,1610612746,Clippers,LAC,LA,240:00,0.5,0.4,0.165,0.264,0.448,0.302,0.135,0.393
1,0021700594,1610612750,Timberwolves,MIN,Minnesota,240:00,0.57,0.17,0.051,0.306,0.518,0.19,0.144,0.18,1610612739,Cavaliers,CLE,Cleveland,240:00,0.518,0.19,0.144,0.16,0.57,0.17,0.051,0.388
2,0021700594,1610612739,Cavaliers,CLE,Cleveland,240:00,0.518,0.19,0.144,0.16,0.57,0.17,0.051,0.388,1610612750,Timberwolves,MIN,Minnesota,240:00,0.57,0.17,0.051,0.306,0.518,0.19,0.144,0.18
1,0021700591,1610612749,Bucks,MIL,Milwaukee,240:00,0.507,0.365,0.182,0.119,0.601,0.253,0.167,0.211,1610612754,Pacers,IND,Indiana,240:00,0.601,0.253,0.167,0.211,0.507,0.365,0.182,0.19
2,0021700591,1610612754,Pacers,IND,Indiana,240:00,0.601,0.253,0.167,0.211,0.507,0.365,0.182,0.19,1610612749,Bucks,MIL,Milwaukee,240:00,0.507,0.365,0.182,0.119,0.601,0.253,0.167,0.211
1,0021700587,1610612752,Knicks,NYK,New York,240:00,0.494,0.241,0.164,0.222,0.413,0.261,0.07,0.167,1610612742,Mavericks,DAL,Dallas,240:00,0.413,0.261,0.07,0.15,0.494,0.241,0.164,0.289
2,0021700587,1610612742,Mavericks,DAL,Dallas,240:00,0.413,0.261,0.07,0.15,0.494,0.241,0.164,0.289,1610612752,Knicks,NYK,New York,240:00,0.494,0.241,0.164,0.222,0.413,0.261,0.07,0.167
1,0021700590,1610612747,Lakers,LAL,Los Angeles,240:00,0.651,0.291,0.165,0.15,0.5,0.245,0.137,0.246,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.245,0.137,0.175,0.651,0.291,0.165,0.25
2,0021700590,1610612737,Hawks,ATL,Atlanta,240:00,0.5,0.245,0.137,0.175,0.651,0.291,0.165,0.25,1610612747,Lakers,LAL,Los Angeles,240:00,0.651,0.291,0.165,0.15,0.5,0.245,0.137,0.246
1,0021700586,1610612762,Jazz,UTA,Utah,240:00,0.512,0.244,0.117,0.17,0.536,0.241,0.087,0.213,1610612748,Heat,MIA,Miami,240:00,0.536,0.241,0.087,0.17,0.512,0.244,0.117,0.277
2,0021700586,1610612748,Heat,MIA,Miami,240:00,0.536,0.241,0.087,0.17,0.512,0.244,0.117,0.277,1610612762,Jazz,UTA,Utah,240:00,0.512,0.244,0.117,0.17,0.536,0.241,0.087,0.213
1,0021700589,1610612759,Spurs,SAS,San Antonio,240:00,0.562,0.321,0.145,0.222,0.565,0.109,0.093,0.261,1610612757,Trail Blazers,POR,Portland,240:00,0.565,0.109,0.093,0.196,0.562,0.321,0.145,0.333
2,0021700589,1610612757,Trail Blazers,POR,Portland,240:00,0.565,0.109,0.093,0.196,0.562,0.321,0.145,0.333,1610612759,Spurs,SAS,San Antonio,240:00,0.562,0.321,0.145,0.222,0.565,0.109,0.093,0.261
1,0021700588,1610612756,Suns,PHX,Phoenix,240:00,0.54,0.261,0.095,0.235,0.512,0.244,0.121,0.286,1610612760,Thunder,OKC,Oklahoma City,240:00,0.512,0.244,0.121,0.163,0.54,0.261,0.095,0.294
2,0021700588,1610612760,Thunder,OKC,Oklahoma City,240:00,0.512,0.244,0.121,0.163,0.54,0.261,0.095,0.294,1610612756,Suns,PHX,Phoenix,240:00,0.54,0.261,0.095,0.235,0.512,0.244,0.121,0.286
1,0021700585,1610612758,Kings,SAC,Sacramento,240:00,0.495,0.181,0.09,0.189,0.546,0.276,0.252,0.267,1610612743,Nuggets,DEN,Denver,240:00,0.546,0.276,0.252,0.178,0.495,0.181,0.09,0.208
2,0021700585,1610612743,Nuggets,DEN,Denver,240:00,0.546,0.276,0.252,0.178,0.495,0.181,0.09,0.208,1610612758,Kings,SAC,Sacramento,240:00,0.495,0.181,0.09,0.189,0.546,0.276,0.252,0.267
1,0021700581,1610612754,Pacers,IND,Indiana,240:00,0.645,0.209,0.134,0.25,0.438,0.25,0.167,0.25,1610612741,Bulls,CHI,Chicago,240:00,0.438,0.25,0.167,0.173,0.645,0.209,0.134,0.35
2,0021700581,1610612741,Bulls,CHI,Chicago,240:00,0.438,0.25,0.167,0.173,0.645,0.209,0.134,0.35,1610612754,Pacers,IND,Indiana,240:00,0.645,0.209,0.134,0.25,0.438,0.25,0.167,0.25
1,0021700578,1610612746,Clippers,LAC,LA,240:00,0.445,0.33,0.16,0.175,0.484,0.394,0.15,0.383,1610612744,Warriors,GSW,Golden State,240:00,0.484,0.394,0.15,0.233,0.445,0.33,0.16,0.263
2,0021700578,1610612744,Warriors,GSW,Golden State,240:00,0.484,0.394,0.15,0.233,0.445,0.33,0.16,0.263,1610612746,Clippers,LAC,LA,240:00,0.445,0.33,0.16,0.175,0.484,0.394,0.15,0.383
1,0021700580,1610612745,Rockets,HOU,Houston,240:00,0.506,0.122,0.153,0.231,0.587,0.36,0.137,0.231,1610612765,Pistons,DET,Detroit,240:00,0.587,0.36,0.137,0.128,0.506,0.122,0.153,0.327
2,0021700580,1610612765,Pistons,DET,Detroit,240:00,0.587,0.36,0.137,0.128,0.506,0.122,0.153,0.327,1610612745,Rockets,HOU,Houston,240:00,0.506,0.122,0.153,0.231,0.587,0.36,0.137,0.231
1,0021700584,1610612740,Pelicans,NOP,New Orleans,240:00,0.462,0.359,0.161,0.152,0.539,0.233,0.104,0.319,1610612750,Timberwolves,MIN,Minnesota,240:00,0.539,0.233,0.104,0.277,0.462,0.359,0.161,0.239
2,0021700584,1610612750,Timberwolves,MIN,Minnesota,240:00,0.539,0.233,0.104,0.277,0.462,0.359,0.161,0.239,1610612740,Pelicans,NOP,New Orleans,240:00,0.462,0.359,0.161,0.152,0.539,0.233,0.104,0.319
1,0021700583,1610612764,Wizards,WAS,Washington,240:00,0.526,0.372,0.139,0.089,0.531,0.375,0.161,0.279,1610612749,Bucks,MIL,Milwaukee,240:00,0.531,0.375,0.161,0.233,0.526,0.372,0.139,0.178
2,0021700583,1610612749,Bucks,MIL,Milwaukee,240:00,0.531,0.375,0.161,0.233,0.526,0.372,0.139,0.178,1610612764,Wizards,WAS,Washington,240:00,0.526,0.372,0.139,0.089,0.531,0.375,0.161,0.279
1,0021700579,1610612738,Celtics,BOS,Boston,240:00,0.403,0.153,0.051,0.188,0.363,0.242,0.169,0.452,1610612751,Nets,BKN,Brooklyn,240:00,0.363,0.242,0.169,0.194,0.403,0.153,0.051,0.281
2,0021700579,1610612751,Nets,BKN,Brooklyn,240:00,0.363,0.242,0.169,0.194,0.403,0.153,0.051,0.281,1610612738,Celtics,BOS,Boston,240:00,0.403,0.153,0.051,0.188,0.363,0.242,0.169,0.452
1,0021700582,1610612753,Magic,ORL,Orlando,240:00,0.571,0.224,0.176,0.264,0.58,0.33,0.161,0.346,1610612739,Cavaliers,CLE,Cleveland,240:00,0.58,0.33,0.161,0.269,0.571,0.224,0.176,0.358
2,0021700582,1610612739,Cavaliers,CLE,Cleveland,240:00,0.58,0.33,0.161,0.269,0.571,0.224,0.176,0.358,1610612753,Magic,ORL,Orlando,240:00,0.571,0.224,0.176,0.264,0.58,0.33,0.161,0.346
1,0021700571,1610612761,Raptors,TOR,Toronto,240:00,0.616,0.326,0.113,0.293,0.578,0.377,0.115,0.184,1610612749,Bucks,MIL,Milwaukee,240:00,0.578,0.377,0.115,0.132,0.616,0.326,0.113,0.317
2,0021700571,1610612749,Bucks,MIL,Milwaukee,240:00,0.578,0.377,0.115,0.132,0.616,0.326,0.113,0.317,1610612761,Raptors,TOR,Toronto,240:00,0.616,0.326,0.113,0.293,0.578,0.377,0.115,0.184
1,0021700570,1610612750,Timberwolves,MIN,Minnesota,240:00,0.414,0.368,0.131,0.173,0.436,0.138,0.117,0.373,1610612738,Celtics,BOS,Boston,240:00,0.436,0.138,0.117,0.288,0.414,0.368,0.131,0.231
2,0021700570,1610612738,Celtics,BOS,Boston,240:00,0.436,0.138,0.117,0.288,0.414,0.368,0.131,0.231,1610612750,Timberwolves,MIN,Minnesota,240:00,0.414,0.368,0.131,0.173,0.436,0.138,0.117,0.373
1,0021700576,1610612757,Trail Blazers,POR,Portland,240:00,0.619,0.175,0.183,0.15,0.41,0.301,0.162,0.241,1610612737,Hawks,ATL,Atlanta,240:00,0.41,0.301,0.162,0.204,0.619,0.175,0.183,0.225
2,0021700576,1610612737,Hawks,ATL,Atlanta,240:00,0.41,0.301,0.162,0.204,0.619,0.175,0.183,0.225,1610612757,Trail Blazers,POR,Portland,240:00,0.619,0.175,0.183,0.15,0.41,0.301,0.162,0.241
1,0021700574,1610612762,Jazz,UTA,Utah,240:00,0.524,0.071,0.178,0.17,0.523,0.174,0.101,0.098,1610612743,Nuggets,DEN,Denver,240:00,0.523,0.174,0.101,0.078,0.524,0.071,0.178,0.213
2,0021700574,1610612743,Nuggets,DEN,Denver,240:00,0.523,0.174,0.101,0.078,0.524,0.071,0.178,0.213,1610612762,Jazz,UTA,Utah,240:00,0.524,0.071,0.178,0.17,0.523,0.174,0.101,0.098
1,0021700569,1610612755,76ers,PHI,Philadelphia,240:00,0.567,0.144,0.145,0.283,0.429,0.244,0.13,0.135,1610612765,Pistons,DET,Detroit,240:00,0.429,0.244,0.13,0.115,0.567,0.144,0.145,0.326
2,0021700569,1610612765,Pistons,DET,Detroit,240:00,0.429,0.244,0.13,0.115,0.567,0.144,0.145,0.326,1610612755,76ers,PHI,Philadelphia,240:00,0.567,0.144,0.145,0.283,0.429,0.244,0.13,0.135
1,0021700572,1610612742,Mavericks,DAL,Dallas,240:00,0.609,0.185,0.123,0.152,0.654,0.397,0.185,0.263,1610612741,Bulls,CHI,Chicago,240:00,0.654,0.397,0.185,0.211,0.609,0.185,0.123,0.261
2,0021700572,1610612741,Bulls,CHI,Chicago,240:00,0.654,0.397,0.185,0.211,0.609,0.185,0.123,0.261,1610612742,Mavericks,DAL,Dallas,240:00,0.609,0.185,0.123,0.152,0.654,0.397,0.185,0.263
1,0021700573,1610612759,Spurs,SAS,San Antonio,240:00,0.534,0.207,0.162,0.146,0.464,0.217,0.219,0.212,1610612756,Suns,PHX,Phoenix,240:00,0.464,0.217,0.219,0.173,0.534,0.207,0.162,0.208
2,0021700573,1610612756,Suns,PHX,Phoenix,240:00,0.464,0.217,0.219,0.173,0.534,0.207,0.162,0.208,1610612759,Spurs,SAS,San Antonio,240:00,0.534,0.207,0.162,0.146,0.464,0.217,0.219,0.212
1,0021700575,1610612764,Wizards,WAS,Washington,240:00,0.452,0.405,0.139,0.226,0.465,0.302,0.156,0.291,1610612763,Grizzlies,MEM,Memphis,240:00,0.465,0.302,0.156,0.2,0.452,0.405,0.139,0.283
2,0021700575,1610612763,Grizzlies,MEM,Memphis,240:00,0.465,0.302,0.156,0.2,0.452,0.405,0.139,0.283,1610612764,Wizards,WAS,Washington,240:00,0.452,0.405,0.139,0.226,0.465,0.302,0.156,0.291
1,0021700568,1610612752,Knicks,NYK,New York,265:00,0.519,0.288,0.188,0.19,0.468,0.213,0.146,0.368,1610612748,Heat,MIA,Miami,265:00,0.468,0.213,0.146,0.263,0.519,0.288,0.188,0.262
2,0021700568,1610612748,Heat,MIA,Miami,265:00,0.468,0.213,0.146,0.263,0.519,0.288,0.188,0.262,1610612752,Knicks,NYK,New York,265:00,0.519,0.288,0.188,0.19,0.468,0.213,0.146,0.368
1,0021700577,1610612747,Lakers,LAL,Los Angeles,240:00,0.452,0.128,0.155,0.207,0.485,0.162,0.143,0.379,1610612766,Hornets,CHA,Charlotte,240:00,0.485,0.162,0.143,0.276,0.452,0.128,0.155,0.259
2,0021700577,1610612766,Hornets,CHA,Charlotte,240:00,0.485,0.162,0.143,0.276,0.452,0.128,0.155,0.259,1610612747,Lakers,LAL,Los Angeles,240:00,0.452,0.128,0.155,0.207,0.485,0.162,0.143,0.379
1,0021700567,1610612760,Thunder,OKC,Oklahoma City,240:00,0.616,0.147,0.134,0.239,0.495,0.23,0.095,0.379,1610612746,Clippers,LAC,LA,240:00,0.495,0.23,0.095,0.259,0.616,0.147,0.134,0.326
2,0021700567,1610612746,Clippers,LAC,LA,240:00,0.495,0.23,0.095,0.259,0.616,0.147,0.134,0.326,1610612760,Thunder,OKC,Oklahoma City,240:00,0.616,0.147,0.134,0.239,0.495,0.23,0.095,0.379
1,0021700566,1610612745,Rockets,HOU,Houston,240:00,0.567,0.247,0.097,0.118,0.626,0.23,0.126,0.19,1610612744,Warriors,GSW,Golden State,240:00,0.626,0.23,0.126,0.143,0.567,0.247,0.097,0.157
2,0021700566,1610612744,Warriors,GSW,Golden State,240:00,0.626,0.23,0.126,0.143,0.567,0.247,0.097,0.157,1610612745,Rockets,HOU,Houston,240:00,0.567,0.247,0.097,0.118,0.626,0.23,0.126,0.19
1,0021700556,1610612764,Wizards,WAS,Washington,240:00,0.648,0.321,0.131,0.158,0.517,0.209,0.14,0.213,1610612752,Knicks,NYK,New York,240:00,0.517,0.209,0.14,0.17,0.648,0.321,0.131,0.184
2,0021700556,1610612752,Knicks,NYK,New York,240:00,0.517,0.209,0.14,0.17,0.648,0.321,0.131,0.184,1610612764,Wizards,WAS,Washington,240:00,0.648,0.321,0.131,0.158,0.517,0.209,0.14,0.213
1,0021700563,1610612756,Suns,PHX,Phoenix,240:00,0.495,0.304,0.117,0.25,0.695,0.268,0.193,0.273,1610612743,Nuggets,DEN,Denver,240:00,0.695,0.268,0.193,0.242,0.495,0.304,0.117,0.268
2,0021700563,1610612743,Nuggets,DEN,Denver,240:00,0.695,0.268,0.193,0.242,0.495,0.304,0.117,0.268,1610612756,Suns,PHX,Phoenix,240:00,0.495,0.304,0.117,0.25,0.695,0.268,0.193,0.273
