,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
1,0021700965,1610612762,Jazz,UTA,Utah,240:00,0.581,0.2,0.14,0.171,0.403,0.193,0.128,0.339,1610612754,Pacers,IND,Indiana,240:00,0.403,0.193,0.128,0.25,0.581,0.2,0.14,0.244
2,0021700965,1610612754,Pacers,IND,Indiana,240:00,0.403,0.193,0.128,0.25,0.581,0.2,0.14,0.244,1610612762,Jazz,UTA,Utah,240:00,0.581,0.2,0.14,0.171,0.403,0.193,0.128,0.339
1,0021700967,1610612763,Grizzlies,MEM,Memphis,240:00,0.549,0.305,0.152,0.2,0.601,0.405,0.192,0.39,1610612741,Bulls,CHI,Chicago,240:00,0.601,0.405,0.192,0.22,0.549,0.305,0.152,0.244
2,0021700967,1610612741,Bulls,CHI,Chicago,240:00,0.601,0.405,0.192,0.22,0.549,0.305,0.152,0.244,1610612763,Grizzlies,MEM,Memphis,240:00,0.549,0.305,0.152,0.2,0.601,0.405,0.192,0.39
1,0021700969,1610612758,Kings,SAC,Sacramento,240:00,0.468,0.183,0.094,0.255,0.633,0.108,0.163,0.222,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.108,0.163,0.139,0.468,0.183,0.094,0.291
2,0021700969,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.108,0.163,0.139,0.468,0.183,0.094,0.291,1610612758,Kings,SAC,Sacramento,240:00,0.468,0.183,0.094,0.255,0.633,0.108,0.163,0.222
1,0021700971,1610612753,Magic,ORL,Orlando,240:00,0.571,0.226,0.159,0.182,0.551,0.136,0.14,0.196,1610612747,Lakers,LAL,Los Angeles,240:00,0.551,0.136,0.14,0.152,0.571,0.226,0.159,0.25
2,0021700971,1610612747,Lakers,LAL,Los Angeles,240:00,0.551,0.136,0.14,0.152,0.571,0.226,0.159,0.25,1610612753,Magic,ORL,Orlando,240:00,0.571,0.226,0.159,0.182,0.551,0.136,0.14,0.196
1,0021700968,1610612749,Bucks,MIL,Milwaukee,240:00,0.512,0.229,0.141,0.125,0.561,0.329,0.163,0.292,1610612745,Rockets,HOU,Houston,240:00,0.561,0.329,0.163,0.25,0.512,0.229,0.141,0.208
2,0021700968,1610612745,Rockets,HOU,Houston,240:00,0.561,0.329,0.163,0.25,0.512,0.229,0.141,0.208,1610612749,Bucks,MIL,Milwaukee,240:00,0.512,0.229,0.141,0.125,0.561,0.329,0.163,0.292
1,0021700962,1610612757,Trail Blazers,POR,Portland,240:00,0.556,0.296,0.207,0.313,0.464,0.181,0.148,0.2,1610612752,Knicks,NYK,New York,240:00,0.464,0.181,0.148,0.18,0.556,0.296,0.207,0.354
2,0021700962,1610612752,Knicks,NYK,New York,240:00,0.464,0.181,0.148,0.18,0.556,0.296,0.207,0.354,1610612757,Trail Blazers,POR,Portland,240:00,0.556,0.296,0.207,0.313,0.464,0.181,0.148,0.2
1,0021700960,1610612760,Thunder,OKC,Oklahoma City,240:00,0.559,0.118,0.189,0.25,0.646,0.472,0.208,0.257,1610612745,Rockets,HOU,Houston,240:00,0.646,0.472,0.208,0.2,0.559,0.118,0.189,0.354
2,0021700960,1610612745,Rockets,HOU,Houston,240:00,0.646,0.472,0.208,0.2,0.559,0.118,0.189,0.354,1610612760,Thunder,OKC,Oklahoma City,240:00,0.559,0.118,0.189,0.25,0.646,0.472,0.208,0.257
1,0021700959,1610612764,Wizards,WAS,Washington,265:00,0.588,0.338,0.185,0.2,0.495,0.287,0.139,0.339,1610612748,Heat,MIA,Miami,265:00,0.495,0.287,0.139,0.232,0.588,0.338,0.185,0.275
2,0021700959,1610612748,Heat,MIA,Miami,265:00,0.495,0.287,0.139,0.232,0.588,0.338,0.185,0.275,1610612764,Wizards,WAS,Washington,265:00,0.588,0.338,0.185,0.2,0.495,0.287,0.139,0.339
1,0021700958,1610612761,Raptors,TOR,Toronto,240:00,0.443,0.375,0.123,0.304,0.463,0.263,0.222,0.319,1610612737,Hawks,ATL,Atlanta,240:00,0.463,0.263,0.222,0.255,0.443,0.375,0.123,0.321
2,0021700958,1610612737,Hawks,ATL,Atlanta,240:00,0.463,0.263,0.222,0.255,0.443,0.375,0.123,0.321,1610612761,Raptors,TOR,Toronto,240:00,0.443,0.375,0.123,0.304,0.463,0.263,0.222,0.319
1,0021700957,1610612755,76ers,PHI,Philadelphia,240:00,0.667,0.172,0.143,0.27,0.569,0.388,0.105,0.182,1610612766,Hornets,CHA,Charlotte,240:00,0.569,0.388,0.105,0.182,0.667,0.172,0.143,0.324
2,0021700957,1610612766,Hornets,CHA,Charlotte,240:00,0.569,0.388,0.105,0.182,0.667,0.172,0.143,0.324,1610612755,76ers,PHI,Philadelphia,240:00,0.667,0.172,0.143,0.27,0.569,0.388,0.105,0.182
1,0021700963,1610612744,Warriors,GSW,Golden State,240:00,0.633,0.133,0.17,0.139,0.476,0.294,0.157,0.288,1610612751,Nets,BKN,Brooklyn,240:00,0.476,0.294,0.157,0.192,0.633,0.133,0.17,0.167
2,0021700963,1610612751,Nets,BKN,Brooklyn,240:00,0.476,0.294,0.157,0.192,0.633,0.133,0.17,0.167,1610612744,Warriors,GSW,Golden State,240:00,0.633,0.133,0.17,0.139,0.476,0.294,0.157,0.288
1,0021700964,1610612740,Pelicans,NOP,New Orleans,240:00,0.51,0.175,0.073,0.153,0.5,0.263,0.115,0.271,1610612746,Clippers,LAC,LA,240:00,0.5,0.263,0.115,0.169,0.51,0.175,0.073,0.186
2,0021700964,1610612746,Clippers,LAC,LA,240:00,0.5,0.263,0.115,0.169,0.51,0.175,0.073,0.186,1610612740,Pelicans,NOP,New Orleans,240:00,0.51,0.175,0.073,0.153,0.5,0.263,0.115,0.271
1,0021700961,1610612743,Nuggets,DEN,Denver,240:00,0.473,0.283,0.132,0.196,0.561,0.256,0.149,0.235,1610612742,Mavericks,DAL,Dallas,240:00,0.561,0.256,0.149,0.176,0.473,0.283,0.132,0.232
2,0021700961,1610612742,Mavericks,DAL,Dallas,240:00,0.561,0.256,0.149,0.176,0.473,0.283,0.132,0.232,1610612743,Nuggets,DEN,Denver,240:00,0.473,0.283,0.132,0.196,0.561,0.256,0.149,0.235
1,0021700956,1610612757,Trail Blazers,POR,Portland,240:00,0.482,0.458,0.131,0.132,0.454,0.356,0.105,0.193,1610612747,Lakers,LAL,Los Angeles,240:00,0.454,0.356,0.105,0.123,0.482,0.458,0.131,0.208
2,0021700956,1610612747,Lakers,LAL,Los Angeles,240:00,0.454,0.356,0.105,0.123,0.482,0.458,0.131,0.208,1610612757,Trail Blazers,POR,Portland,240:00,0.482,0.458,0.131,0.132,0.454,0.356,0.105,0.193
1,0021700951,1610612749,Bucks,MIL,Milwaukee,240:00,0.493,0.211,0.193,0.186,0.494,0.273,0.161,0.267,1610612754,Pacers,IND,Indiana,240:00,0.494,0.273,0.161,0.178,0.493,0.211,0.193,0.256
2,0021700951,1610612754,Pacers,IND,Indiana,240:00,0.494,0.273,0.161,0.178,0.493,0.211,0.193,0.256,1610612749,Bucks,MIL,Milwaukee,240:00,0.493,0.211,0.193,0.186,0.494,0.273,0.161,0.267
1,0021700955,1610612762,Jazz,UTA,Utah,240:00,0.562,0.247,0.176,0.15,0.406,0.165,0.15,0.254,1610612753,Magic,ORL,Orlando,240:00,0.406,0.165,0.15,0.102,0.562,0.247,0.176,0.2
2,0021700955,1610612753,Magic,ORL,Orlando,240:00,0.406,0.165,0.15,0.102,0.562,0.247,0.176,0.2,1610612762,Jazz,UTA,Utah,240:00,0.562,0.247,0.176,0.15,0.406,0.165,0.15,0.254
1,0021700952,1610612756,Suns,PHX,Phoenix,240:00,0.54,0.207,0.178,0.235,0.576,0.25,0.104,0.356,1610612748,Heat,MIA,Miami,240:00,0.576,0.25,0.104,0.356,0.54,0.207,0.178,0.275
2,0021700952,1610612748,Heat,MIA,Miami,240:00,0.576,0.25,0.104,0.356,0.54,0.207,0.178,0.275,1610612756,Suns,PHX,Phoenix,240:00,0.54,0.207,0.178,0.235,0.576,0.25,0.104,0.356
1,0021700953,1610612741,Bulls,CHI,Chicago,240:00,0.469,0.247,0.145,0.137,0.56,0.143,0.206,0.302,1610612738,Celtics,BOS,Boston,240:00,0.56,0.143,0.206,0.279,0.469,0.247,0.145,0.196
2,0021700953,1610612738,Celtics,BOS,Boston,240:00,0.56,0.143,0.206,0.279,0.469,0.247,0.145,0.196,1610612741,Bulls,CHI,Chicago,240:00,0.469,0.247,0.145,0.137,0.56,0.143,0.206,0.302
1,0021700954,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.408,0.123,0.093,0.575,0.113,0.204,0.15,1610612763,Grizzlies,MEM,Memphis,240:00,0.575,0.113,0.204,0.15,0.5,0.408,0.123,0.14
2,0021700954,1610612763,Grizzlies,MEM,Memphis,240:00,0.575,0.113,0.204,0.15,0.5,0.408,0.123,0.14,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.408,0.123,0.093,0.575,0.113,0.204,0.15
1,0021700950,1610612765,Pistons,DET,Detroit,240:00,0.46,0.172,0.123,0.143,0.557,0.193,0.142,0.298,1610612739,Cavaliers,CLE,Cleveland,240:00,0.557,0.193,0.142,0.234,0.46,0.172,0.123,0.196
2,0021700950,1610612739,Cavaliers,CLE,Cleveland,240:00,0.557,0.193,0.142,0.234,0.46,0.172,0.123,0.196,1610612765,Pistons,DET,Detroit,240:00,0.46,0.172,0.123,0.143,0.557,0.193,0.142,0.298
1,0021700949,1610612758,Kings,SAC,Sacramento,240:00,0.529,0.128,0.116,0.149,0.489,0.205,0.138,0.36,1610612752,Knicks,NYK,New York,240:00,0.489,0.205,0.138,0.3,0.529,0.128,0.116,0.191
2,0021700949,1610612752,Knicks,NYK,New York,240:00,0.489,0.205,0.138,0.3,0.529,0.128,0.116,0.191,1610612758,Kings,SAC,Sacramento,240:00,0.529,0.128,0.116,0.149,0.489,0.205,0.138,0.36
1,0021700946,1610612740,Pelicans,NOP,New Orleans,240:00,0.604,0.231,0.113,0.136,0.5,0.278,0.117,0.189,1610612742,Mavericks,DAL,Dallas,240:00,0.5,0.278,0.117,0.189,0.604,0.231,0.113,0.227
2,0021700946,1610612742,Mavericks,DAL,Dallas,240:00,0.5,0.278,0.117,0.189,0.604,0.231,0.113,0.227,1610612740,Pelicans,NOP,New Orleans,240:00,0.604,0.231,0.113,0.136,0.5,0.278,0.117,0.189
1,0021700948,1610612746,Clippers,LAC,LA,240:00,0.583,0.357,0.1,0.171,0.538,0.25,0.136,0.333,1610612751,Nets,BKN,Brooklyn,240:00,0.538,0.25,0.136,0.241,0.583,0.357,0.1,0.22
2,0021700948,1610612751,Nets,BKN,Brooklyn,240:00,0.538,0.25,0.136,0.241,0.583,0.357,0.1,0.22,1610612746,Clippers,LAC,LA,240:00,0.583,0.357,0.1,0.171,0.538,0.25,0.136,0.333
1,0021700944,1610612761,Raptors,TOR,Toronto,240:00,0.494,0.325,0.149,0.173,0.406,0.412,0.09,0.232,1610612766,Hornets,CHA,Charlotte,240:00,0.406,0.412,0.09,0.161,0.494,0.325,0.149,0.231
2,0021700944,1610612766,Hornets,CHA,Charlotte,240:00,0.406,0.412,0.09,0.161,0.494,0.325,0.149,0.231,1610612761,Raptors,TOR,Toronto,240:00,0.494,0.325,0.149,0.173,0.406,0.412,0.09,0.232
1,0021700943,1610612756,Suns,PHX,Phoenix,240:00,0.56,0.163,0.13,0.1,0.548,0.128,0.151,0.269,1610612737,Hawks,ATL,Atlanta,240:00,0.548,0.128,0.151,0.173,0.56,0.163,0.13,0.2
2,0021700943,1610612737,Hawks,ATL,Atlanta,240:00,0.548,0.128,0.151,0.173,0.56,0.163,0.13,0.2,1610612756,Suns,PHX,Phoenix,240:00,0.56,0.163,0.13,0.1,0.548,0.128,0.151,0.269
1,0021700947,1610612755,76ers,PHI,Philadelphia,240:00,0.657,0.314,0.261,0.188,0.547,0.232,0.145,0.4,1610612749,Bucks,MIL,Milwaukee,240:00,0.547,0.232,0.145,0.32,0.657,0.314,0.261,0.25
2,0021700947,1610612749,Bucks,MIL,Milwaukee,240:00,0.547,0.232,0.145,0.32,0.657,0.314,0.261,0.25,1610612755,76ers,PHI,Philadelphia,240:00,0.657,0.314,0.261,0.188,0.547,0.232,0.145,0.4
1,0021700945,1610612764,Wizards,WAS,Washington,240:00,0.482,0.229,0.156,0.204,0.494,0.312,0.173,0.25,1610612754,Pacers,IND,Indiana,240:00,0.494,0.312,0.173,0.25,0.482,0.229,0.156,0.327
2,0021700945,1610612754,Pacers,IND,Indiana,240:00,0.494,0.312,0.173,0.25,0.482,0.229,0.156,0.327,1610612764,Wizards,WAS,Washington,240:00,0.482,0.229,0.156,0.204,0.494,0.312,0.173,0.25
1,0021700939,1610612745,Rockets,HOU,Houston,240:00,0.557,0.345,0.109,0.204,0.555,0.231,0.126,0.347,1610612738,Celtics,BOS,Boston,240:00,0.555,0.231,0.126,0.204,0.557,0.345,0.109,0.306
2,0021700939,1610612738,Celtics,BOS,Boston,240:00,0.555,0.231,0.126,0.204,0.557,0.345,0.109,0.306,1610612745,Rockets,HOU,Houston,240:00,0.557,0.345,0.109,0.204,0.555,0.231,0.126,0.347
1,0021700942,1610612762,Jazz,UTA,Utah,240:00,0.482,0.354,0.134,0.204,0.433,0.191,0.132,0.268,1610612758,Kings,SAC,Sacramento,240:00,0.433,0.191,0.132,0.196,0.482,0.354,0.134,0.259
2,0021700942,1610612758,Kings,SAC,Sacramento,240:00,0.433,0.191,0.132,0.196,0.482,0.354,0.134,0.259,1610612762,Jazz,UTA,Utah,240:00,0.482,0.354,0.134,0.204,0.433,0.191,0.132,0.268
1,0021700936,1610612753,Magic,ORL,Orlando,240:00,0.556,0.458,0.147,0.125,0.441,0.28,0.099,0.317,1610612763,Grizzlies,MEM,Memphis,240:00,0.441,0.28,0.099,0.217,0.556,0.458,0.147,0.125
2,0021700936,1610612763,Grizzlies,MEM,Memphis,240:00,0.441,0.28,0.099,0.217,0.556,0.458,0.147,0.125,1610612753,Magic,ORL,Orlando,240:00,0.556,0.458,0.147,0.125,0.441,0.28,0.099,0.317
1,0021700940,1610612759,Spurs,SAS,San Antonio,240:00,0.485,0.204,0.144,0.218,0.516,0.293,0.138,0.255,1610612747,Lakers,LAL,Los Angeles,240:00,0.516,0.293,0.138,0.182,0.485,0.204,0.144,0.309
2,0021700940,1610612747,Lakers,LAL,Los Angeles,240:00,0.516,0.293,0.138,0.182,0.485,0.204,0.144,0.309,1610612759,Spurs,SAS,San Antonio,240:00,0.485,0.204,0.144,0.218,0.516,0.293,0.138,0.255
1,0021700938,1610612748,Heat,MIA,Miami,240:00,0.524,0.341,0.159,0.306,0.455,0.236,0.19,0.418,1610612765,Pistons,DET,Detroit,240:00,0.455,0.236,0.19,0.309,0.524,0.341,0.159,0.347
2,0021700938,1610612765,Pistons,DET,Detroit,240:00,0.455,0.236,0.19,0.309,0.524,0.341,0.159,0.347,1610612748,Heat,MIA,Miami,240:00,0.524,0.341,0.159,0.306,0.455,0.236,0.19,0.418
1,0021700941,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.261,0.151,0.28,0.473,0.231,0.116,0.302,1610612760,Thunder,OKC,Oklahoma City,240:00,0.473,0.231,0.116,0.17,0.506,0.261,0.151,0.34
2,0021700941,1610612760,Thunder,OKC,Oklahoma City,240:00,0.473,0.231,0.116,0.17,0.506,0.261,0.151,0.34,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.261,0.151,0.28,0.473,0.231,0.116,0.302
1,0021700937,1610612743,Nuggets,DEN,Denver,240:00,0.657,0.174,0.094,0.154,0.574,0.239,0.096,0.295,1610612739,Cavaliers,CLE,Cleveland,240:00,0.574,0.239,0.096,0.273,0.657,0.174,0.094,0.231
2,0021700937,1610612739,Cavaliers,CLE,Cleveland,240:00,0.574,0.239,0.096,0.273,0.657,0.174,0.094,0.231,1610612743,Nuggets,DEN,Denver,240:00,0.657,0.174,0.094,0.154,0.574,0.239,0.096,0.295
1,0021700926,1610612753,Magic,ORL,Orlando,265:00,0.587,0.221,0.163,0.159,0.5,0.261,0.135,0.268,1610612765,Pistons,DET,Detroit,265:00,0.5,0.261,0.135,0.232,0.587,0.221,0.163,0.205
2,0021700926,1610612765,Pistons,DET,Detroit,265:00,0.5,0.261,0.135,0.232,0.587,0.221,0.163,0.205,1610612753,Magic,ORL,Orlando,265:00,0.587,0.221,0.163,0.159,0.5,0.261,0.135,0.268
1,0021700928,1610612744,Warriors,GSW,Golden State,240:00,0.601,0.278,0.172,0.051,0.529,0.233,0.193,0.286,1610612737,Hawks,ATL,Atlanta,240:00,0.529,0.233,0.193,0.061,0.601,0.278,0.172,0.128
2,0021700928,1610612737,Hawks,ATL,Atlanta,240:00,0.529,0.233,0.193,0.061,0.601,0.278,0.172,0.128,1610612744,Warriors,GSW,Golden State,240:00,0.601,0.278,0.172,0.051,0.529,0.233,0.193,0.286
1,0021700932,1610612749,Bucks,MIL,Milwaukee,240:00,0.438,0.395,0.156,0.259,0.482,0.361,0.161,0.327,1610612754,Pacers,IND,Indiana,240:00,0.482,0.361,0.161,0.265,0.438,0.395,0.156,0.296
2,0021700932,1610612754,Pacers,IND,Indiana,240:00,0.482,0.361,0.161,0.265,0.438,0.395,0.156,0.296,1610612749,Bucks,MIL,Milwaukee,240:00,0.438,0.395,0.156,0.259,0.482,0.361,0.161,0.327
1,0021700931,1610612763,Grizzlies,MEM,Memphis,240:00,0.495,0.165,0.199,0.327,0.589,0.356,0.234,0.303,1610612743,Nuggets,DEN,Denver,240:00,0.589,0.356,0.234,0.182,0.495,0.165,0.199,0.385
2,0021700931,1610612743,Nuggets,DEN,Denver,240:00,0.589,0.356,0.234,0.182,0.495,0.165,0.199,0.385,1610612763,Grizzlies,MEM,Memphis,240:00,0.495,0.165,0.199,0.327,0.589,0.356,0.234,0.303
1,0021700927,1610612755,76ers,PHI,Philadelphia,240:00,0.562,0.309,0.124,0.159,0.488,0.395,0.102,0.226,1610612766,Hornets,CHA,Charlotte,240:00,0.488,0.395,0.102,0.132,0.562,0.309,0.124,0.205
2,0021700927,1610612766,Hornets,CHA,Charlotte,240:00,0.488,0.395,0.102,0.132,0.562,0.309,0.124,0.205,1610612755,76ers,PHI,Philadelphia,240:00,0.562,0.309,0.124,0.159,0.488,0.395,0.102,0.226
1,0021700930,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.25,0.175,0.25,0.528,0.225,0.13,0.314,1610612741,Bulls,CHI,Chicago,240:00,0.528,0.225,0.13,0.216,0.494,0.25,0.175,0.308
2,0021700930,1610612741,Bulls,CHI,Chicago,240:00,0.528,0.225,0.13,0.216,0.494,0.25,0.175,0.308,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.25,0.175,0.25,0.528,0.225,0.13,0.314
1,0021700929,1610612764,Wizards,WAS,Washington,240:00,0.513,0.266,0.197,0.333,0.526,0.41,0.077,0.244,1610612761,Raptors,TOR,Toronto,240:00,0.526,0.41,0.077,0.178,0.513,0.266,0.197,0.378
2,0021700929,1610612761,Raptors,TOR,Toronto,240:00,0.526,0.41,0.077,0.178,0.513,0.266,0.197,0.378,1610612764,Wizards,WAS,Washington,240:00,0.513,0.266,0.197,0.333,0.526,0.41,0.077,0.244
1,0021700933,1610612756,Suns,PHX,Phoenix,240:00,0.536,0.188,0.142,0.245,0.536,0.302,0.106,0.364,1610612760,Thunder,OKC,Oklahoma City,240:00,0.536,0.302,0.106,0.291,0.536,0.188,0.142,0.358
2,0021700933,1610612760,Thunder,OKC,Oklahoma City,240:00,0.536,0.302,0.106,0.291,0.536,0.188,0.142,0.358,1610612756,Suns,PHX,Phoenix,240:00,0.536,0.188,0.142,0.245,0.536,0.302,0.106,0.364
1,0021700934,1610612762,Jazz,UTA,Utah,240:00,0.571,0.449,0.187,0.262,0.574,0.419,0.132,0.1,1610612750,Timberwolves,MIN,Minnesota,240:00,0.574,0.419,0.132,0.05,0.571,0.449,0.187,0.357
2,0021700934,1610612750,Timberwolves,MIN,Minnesota,240:00,0.574,0.419,0.132,0.05,0.571,0.449,0.187,0.357,1610612762,Jazz,UTA,Utah,240:00,0.571,0.449,0.187,0.262,0.574,0.419,0.132,0.1
1,0021700935,1610612752,Knicks,NYK,New York,240:00,0.522,0.18,0.165,0.196,0.612,0.27,0.114,0.375,1610612746,Clippers,LAC,LA,240:00,0.612,0.27,0.114,0.35,0.522,0.18,0.165,0.235
2,0021700935,1610612746,Clippers,LAC,LA,240:00,0.612,0.27,0.114,0.35,0.522,0.18,0.165,0.235,1610612752,Knicks,NYK,New York,240:00,0.522,0.18,0.165,0.196,0.612,0.27,0.114,0.375
1,0021700923,1610612755,76ers,PHI,Philadelphia,240:00,0.5,0.3,0.102,0.25,0.466,0.264,0.103,0.214,1610612739,Cavaliers,CLE,Cleveland,240:00,0.466,0.264,0.103,0.179,0.5,0.3,0.102,0.321
2,0021700923,1610612739,Cavaliers,CLE,Cleveland,240:00,0.466,0.264,0.103,0.179,0.5,0.3,0.102,0.321,1610612755,76ers,PHI,Philadelphia,240:00,0.5,0.3,0.102,0.25,0.466,0.264,0.103,0.214
1,0021700922,1610612748,Heat,MIA,Miami,240:00,0.532,0.168,0.111,0.275,0.696,0.329,0.142,0.2,1610612747,Lakers,LAL,Los Angeles,240:00,0.696,0.329,0.142,0.171,0.532,0.168,0.111,0.373
2,0021700922,1610612747,Lakers,LAL,Los Angeles,240:00,0.696,0.329,0.142,0.171,0.532,0.168,0.111,0.373,1610612748,Heat,MIA,Miami,240:00,0.532,0.168,0.111,0.275,0.696,0.329,0.142,0.2
1,0021700924,1610612758,Kings,SAC,Sacramento,265:00,0.546,0.124,0.141,0.224,0.505,0.177,0.201,0.328,1610612751,Nets,BKN,Brooklyn,265:00,0.505,0.177,0.201,0.276,0.546,0.124,0.141,0.245
2,0021700924,1610612751,Nets,BKN,Brooklyn,265:00,0.505,0.177,0.201,0.276,0.546,0.124,0.141,0.245,1610612758,Kings,SAC,Sacramento,265:00,0.546,0.124,0.141,0.224,0.505,0.177,0.201,0.328
1,0021700925,1610612757,Trail Blazers,POR,Portland,240:00,0.44,0.38,0.077,0.207,0.471,0.247,0.15,0.204,1610612750,Timberwolves,MIN,Minnesota,240:00,0.471,0.247,0.15,0.184,0.44,0.38,0.077,0.259
2,0021700925,1610612750,Timberwolves,MIN,Minnesota,240:00,0.471,0.247,0.15,0.184,0.44,0.38,0.077,0.259,1610612757,Trail Blazers,POR,Portland,240:00,0.44,0.38,0.077,0.207,0.471,0.247,0.15,0.204
1,0021700915,1610612754,Pacers,IND,Indiana,240:00,0.483,0.222,0.215,0.204,0.489,0.31,0.2,0.288,1610612737,Hawks,ATL,Atlanta,240:00,0.489,0.31,0.2,0.288,0.483,0.222,0.215,0.315
2,0021700915,1610612737,Hawks,ATL,Atlanta,240:00,0.489,0.31,0.2,0.288,0.483,0.222,0.215,0.315,1610612754,Pacers,IND,Indiana,240:00,0.483,0.222,0.215,0.204,0.489,0.31,0.2,0.288
1,0021700919,1610612760,Thunder,OKC,Oklahoma City,265:00,0.505,0.204,0.211,0.373,0.555,0.165,0.159,0.24,1610612742,Mavericks,DAL,Dallas,265:00,0.555,0.165,0.159,0.16,0.505,0.204,0.211,0.392
2,0021700919,1610612742,Mavericks,DAL,Dallas,265:00,0.555,0.165,0.159,0.16,0.505,0.204,0.211,0.392,1610612760,Thunder,OKC,Oklahoma City,265:00,0.505,0.204,0.211,0.373,0.555,0.165,0.159,0.24
1,0021700917,1610612764,Wizards,WAS,Washington,240:00,0.461,0.233,0.181,0.321,0.583,0.417,0.146,0.108,1610612744,Warriors,GSW,Golden State,240:00,0.583,0.417,0.146,0.081,0.461,0.233,0.181,0.393
2,0021700917,1610612744,Warriors,GSW,Golden State,240:00,0.583,0.417,0.146,0.081,0.461,0.233,0.181,0.393,1610612764,Wizards,WAS,Washington,240:00,0.461,0.233,0.181,0.321,0.583,0.417,0.146,0.108
1,0021700918,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.458,0.149,0.151,0.454,0.322,0.185,0.263,1610612763,Grizzlies,MEM,Memphis,240:00,0.454,0.322,0.185,0.193,0.494,0.458,0.149,0.208
2,0021700918,1610612763,Grizzlies,MEM,Memphis,240:00,0.454,0.322,0.185,0.193,0.494,0.458,0.149,0.208,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.458,0.149,0.151,0.454,0.322,0.185,0.263
1,0021700913,1610612749,Bucks,MIL,Milwaukee,240:00,0.438,0.384,0.141,0.13,0.489,0.232,0.117,0.474,1610612765,Pistons,DET,Detroit,240:00,0.489,0.232,0.117,0.386,0.438,0.384,0.141,0.174
2,0021700913,1610612765,Pistons,DET,Detroit,240:00,0.489,0.232,0.117,0.386,0.438,0.384,0.141,0.174,1610612749,Bucks,MIL,Milwaukee,240:00,0.438,0.384,0.141,0.13,0.489,0.232,0.117,0.474
1,0021700921,1610612746,Clippers,LAC,LA,240:00,0.5,0.241,0.178,0.091,0.5,0.282,0.105,0.26,1610612745,Rockets,HOU,Houston,240:00,0.5,0.282,0.105,0.2,0.5,0.241,0.178,0.25
2,0021700921,1610612745,Rockets,HOU,Houston,240:00,0.5,0.282,0.105,0.2,0.5,0.241,0.178,0.25,1610612746,Clippers,LAC,LA,240:00,0.5,0.241,0.178,0.091,0.5,0.282,0.105,0.26
1,0021700914,1610612761,Raptors,TOR,Toronto,240:00,0.614,0.289,0.122,0.156,0.555,0.28,0.134,0.255,1610612753,Magic,ORL,Orlando,240:00,0.555,0.28,0.134,0.17,0.614,0.289,0.122,0.2
2,0021700914,1610612753,Magic,ORL,Orlando,240:00,0.555,0.28,0.134,0.17,0.614,0.289,0.122,0.2,1610612761,Raptors,TOR,Toronto,240:00,0.614,0.289,0.122,0.156,0.555,0.28,0.134,0.255
1,0021700920,1610612759,Spurs,SAS,San Antonio,240:00,0.53,0.141,0.107,0.25,0.551,0.152,0.114,0.314,1610612740,Pelicans,NOP,New Orleans,240:00,0.551,0.152,0.114,0.235,0.53,0.141,0.107,0.327
2,0021700920,1610612740,Pelicans,NOP,New Orleans,240:00,0.551,0.152,0.114,0.235,0.53,0.141,0.107,0.327,1610612759,Spurs,SAS,San Antonio,240:00,0.53,0.141,0.107,0.25,0.551,0.152,0.114,0.314
1,0021700916,1610612766,Hornets,CHA,Charlotte,240:00,0.511,0.242,0.071,0.161,0.69,0.172,0.109,0.273,1610612738,Celtics,BOS,Boston,240:00,0.69,0.172,0.109,0.121,0.511,0.242,0.071,0.214
2,0021700916,1610612738,Celtics,BOS,Boston,240:00,0.69,0.172,0.109,0.121,0.511,0.242,0.071,0.214,1610612766,Hornets,CHA,Charlotte,240:00,0.511,0.242,0.071,0.161,0.69,0.172,0.109,0.273
1,0021700909,1610612755,76ers,PHI,Philadelphia,240:00,0.488,0.274,0.215,0.196,0.494,0.341,0.161,0.26,1610612748,Heat,MIA,Miami,240:00,0.494,0.341,0.161,0.22,0.488,0.274,0.215,0.373
2,0021700909,1610612748,Heat,MIA,Miami,240:00,0.494,0.341,0.161,0.22,0.488,0.274,0.215,0.373,1610612755,76ers,PHI,Philadelphia,240:00,0.488,0.274,0.215,0.196,0.494,0.341,0.161,0.26
